cliente_id,recencia_dias,frequencia,monetario,score_r,score_f,score_m
5748,882,2,4324.24,3,1,1
8043,882,2,6127.19,3,1,1
3575,882,2,8009.23,3,1,1
3799,882,2,9670.68,3,1,1
9810,882,2,12845.67,3,1,2
2543,882,2,13477.1,3,2,2
4621,882,2,13966.47,3,2,2
8553,882,2,14805.32,3,2,2
593,882,2,15616.47,3,2,2
11472,882,3,5423.28,3,2,1
6701,882,3,6962.26,3,2,1
6795,882,3,8319.5,3,2,1
874,882,3,13205.57,3,2,2
11523,882,3,17147.58,3,2,3
1800,882,3,20288.05,3,3,3
3525,882,3,21196.72,3,3,3
8358,882,3,32379.97,3,3,5
10403,882,4,7907.38,3,3,1
5352,882,4,19448.67,3,3,3
11905,882,4,22233.23,3,3,3
11837,882,4,22573.24,3,3,3
2540,882,4,23280.46,3,3,4
9717,882,4,23832.94,3,3,4
1523,882,5,15786.59,3,4,2
7441,882,5,16711.46,3,4,3
483,882,5,19138.24,3,4,3
8857,882,5,19525.62,3,4,3
10275,882,5,31439.71,3,4,4
4056,882,5,35532.94,3,4,5
9889,882,6,33284.15,3,5,5
1452,882,6,41936.88,3,5,5
9741,882,8,45951.95,3,5,5
2404,881,1,394.16,3,1,1
11059,881,1,15449.98,3,1,2
1356,881,2,1434.37,3,1,1
8626,881,2,8911.17,3,1,1
2320,881,2,9698.67,3,1,1
9716,881,2,11664.72,3,1,2
6754,881,2,16165.72,3,2,3
5950,881,2,20979.63,3,2,3
5841,881,3,12315.9,3,2,2
5122,881,3,17956.35,3,2,3
9252,881,3,21042.81,3,3,3
8413,881,4,16468.67,3,3,3
691,881,4,17774.13,3,3,3
3669,881,4,25098.72,3,3,4
1370,881,4,25804.91,3,3,4
8620,881,5,13947.01,3,4,2
10922,881,5,18133.48,3,4,3
8399,881,5,24471.12,3,4,4
5521,881,5,32681.42,3,4,5
6373,881,5,34067.12,3,4,5
6975,881,5,34894.98,3,4,5
5138,881,5,35879.18,3,4,5
3603,881,5,49363.73,3,5,5
9056,881,6,16005.64,3,5,2
9224,881,6,29704.5,3,5,4
6108,881,6,29744.69,3,5,4
7836,881,6,38714.78,3,5,5
3843,881,7,35643.78,3,5,5
4563,881,9,30791.29,3,5,4
5282,881,10,43220.19,3,5,5
7906,881,12,42723.33,3,5,5
1255,880,1,788.32,3,1,1
6729,880,1,4057.74,3,1,1
6272,880,1,4846.22,3,1,1
5066,880,2,1636.63,3,1,1
7769,880,2,7958.39,3,1,1
7750,880,3,6651.53,3,2,1
871,880,3,7076.94,3,2,1
2222,880,3,8005.04,3,2,1
9246,880,3,10254.54,3,2,2
3116,880,3,11406.82,3,2,2
9930,880,3,13075.47,3,2,2
8474,880,3,14331.21,3,2,2
10439,880,3,14946.88,3,2,2
9724,880,3,19486.85,3,2,3
9198,880,3,21265.04,3,3,3
5981,880,3,24041.2,3,3,4
4571,880,3,30814.68,3,3,4
3137,880,3,31477.93,3,3,4
4042,880,4,9206.8,3,3,1
11528,880,4,17816.35,3,3,3
6064,880,4,18145.85,3,3,3
2100,880,4,28261.01,3,4,4
2874,880,4,30276.36,3,4,4
3097,880,4,31590.14,3,4,4
3286,880,4,34105.45,3,4,5
10528,880,5,10344.19,3,4,2
3234,880,5,18635.54,3,4,3
1372,880,5,20972.64,3,4,3
11232,880,5,25963.2,3,4,4
4816,880,5,30605.97,3,4,4
8589,880,5,30976.06,3,4,4
8386,880,5,43016.67,3,5,5
9658,880,6,24868.21,3,5,4
3708,880,6,32441.01,3,5,5
1622,880,6,43421.64,3,5,5
2281,880,7,37372.87,3,5,5
3512,880,7,39320.74,3,5,5
10066,880,8,53441.25,3,5,5
8225,880,9,40613.73,3,5,5
7149,879,1,7359.75,3,1,1
6518,879,1,7865.98,3,1,1
860,879,2,5918.46,3,1,1
4525,879,2,13739.89,3,2,2
3805,879,3,6365.17,3,2,1
11311,879,3,11149.37,3,2,2
3605,879,3,13133.24,3,2,2
11577,879,3,13642.12,3,2,2
31,879,3,21760.16,3,3,3
8878,879,3,23191.24,3,3,4
11148,879,3,24946.75,3,3,4
9162,879,3,28965.93,3,3,4
3962,879,3,30712.15,3,3,4
10135,879,4,14266.85,3,3,2
3665,879,4,15077.47,3,3,2
2355,879,4,23079.53,3,3,4
8605,879,4,31158.95,3,4,4
5836,879,5,9474.11,3,4,1
8745,879,5,21954.41,3,4,3
113,879,5,22519.86,3,4,3
6961,879,5,36161.49,3,4,5
8088,879,5,42631.39,3,5,5
8847,879,6,27458.04,3,5,4
10239,879,6,27935.73,3,5,4
1035,879,7,35530.58,3,5,5
5123,879,7,37603.23,3,5,5
1767,879,7,44002.71,3,5,5
1629,879,7,57704.0,3,5,5
6244,878,2,7026.31,3,1,1
337,878,2,11145.13,3,1,2
6463,878,3,6921.97,3,2,1
5326,878,3,9759.23,3,2,1
2961,878,3,13462.99,3,2,2
236,878,3,17278.58,3,2,3
7882,878,3,18386.75,3,2,3
10096,878,3,21692.31,3,3,3
6994,878,3,21773.77,3,3,3
1188,878,4,12891.89,3,3,2
1870,878,4,15135.58,3,3,2
5205,878,4,16748.6,3,3,3
6181,878,4,18604.56,3,3,3
7983,878,4,18606.36,3,3,3
8398,878,4,21091.9,3,3,3
8949,878,4,21720.93,3,3,3
8281,878,4,22154.92,3,3,3
3127,878,4,25699.48,3,3,4
7665,878,4,26847.41,3,4,4
3198,878,4,32467.23,3,4,5
9047,878,4,34331.51,3,4,5
9579,878,5,21238.51,3,4,3
4093,878,5,27951.6,3,4,4
11471,878,5,31015.14,3,4,4
7486,878,5,39597.85,3,4,5
3112,878,6,22193.19,3,5,3
8480,878,6,26504.02,3,5,4
1633,878,6,28654.84,3,5,4
4931,878,6,40281.96,3,5,5
11753,878,6,40740.26,3,5,5
7059,878,7,50029.48,3,5,5
4197,878,8,25366.44,3,5,4
6643,877,1,161.68,3,1,1
2233,877,2,2114.32,3,1,1
6341,877,2,2325.37,3,1,1
7899,877,2,4081.44,3,1,1
8895,877,2,8023.02,3,1,1
3115,877,2,10050.01,3,1,2
452,877,2,18640.33,3,2,3
1596,877,2,24363.93,3,2,4
283,877,3,10790.51,3,2,2
9155,877,3,16397.09,3,2,3
1821,877,3,18026.23,3,2,3
8759,877,3,18506.19,3,2,3
2954,877,4,17588.29,3,3,3
264,877,4,19894.77,3,3,3
10104,877,4,21179.74,3,3,3
1910,877,4,28343.81,3,4,4
9298,877,5,18839.18,3,4,3
11293,877,5,27811.24,3,4,4
4365,877,5,34327.61,3,4,5
2548,877,6,28411.95,3,5,4
5036,877,6,29010.18,3,5,4
8779,877,7,47485.54,3,5,5
11686,876,1,8656.88,3,1,1
10079,876,2,1736.71,3,1,1
6222,876,2,5841.67,3,1,1
6623,876,2,6132.54,3,1,1
8069,876,2,9007.05,3,1,1
767,876,2,15010.97,3,2,2
9753,876,3,5354.52,3,2,1
10480,876,3,6348.68,3,2,1
10563,876,3,13197.19,3,2,2
3019,876,3,18026.77,3,2,3
4195,876,3,23721.89,3,3,4
8183,876,3,26308.28,3,3,4
9076,876,3,30001.5,3,3,4
6114,876,4,16655.37,3,3,3
5995,876,4,17351.36,3,3,3
10610,876,4,18483.27,3,3,3
11796,876,4,20253.79,3,3,3
9612,876,4,21734.1,3,3,3
4569,876,4,22303.29,3,3,3
5793,876,4,22924.22,3,3,4
10264,876,4,25664.1,3,3,4
7494,876,5,15564.04,3,4,2
3236,876,5,23978.98,3,4,4
5628,876,6,45872.37,3,5,5
8872,876,8,62117.38,3,5,5
5588,876,9,39019.89,3,5,5
11116,875,1,1948.44,3,1,1
217,875,1,2029.78,3,1,1
3740,875,2,4489.99,3,1,1
8609,875,2,7641.36,3,1,1
10832,875,2,8387.47,3,1,1
879,875,2,9105.13,3,1,1
7456,875,2,12305.08,3,1,2
11058,875,3,7454.74,3,2,1
5322,875,3,13238.33,3,2,2
487,875,3,13734.12,3,2,2
1680,875,3,29696.1,3,3,4
1317,875,4,13017.87,3,3,2
9625,875,4,15370.72,3,3,2
7627,875,4,24060.6,3,3,4
6241,875,4,28555.56,3,4,4
480,875,4,36757.06,3,4,5
6809,875,5,11836.91,3,4,2
2655,875,5,20864.52,3,4,3
6847,875,5,31108.99,3,4,4
6260,875,5,35188.38,3,4,5
5807,875,5,42819.13,3,5,5
5592,875,6,23360.94,3,5,4
8656,875,6,28928.14,3,5,4
4141,875,6,32209.14,3,5,5
10088,875,7,33625.66,3,5,5
4992,875,8,38313.82,3,5,5
5670,875,9,80359.13,3,5,5
9172,874,2,1628.44,3,1,1
285,874,2,17855.28,3,2,3
4595,874,3,8226.28,3,2,1
8138,874,3,9134.03,3,2,1
7474,874,3,9282.93,3,2,1
3766,874,3,12083.75,3,2,2
11755,874,3,14492.78,3,2,2
7045,874,3,17007.44,3,2,3
6034,874,3,17935.26,3,2,3
8279,874,3,26843.13,3,3,4
1457,874,4,6807.58,3,3,1
5843,874,4,26037.07,3,3,4
5432,874,5,19250.75,3,4,3
3724,874,5,20496.3,3,4,3
9585,874,5,26406.44,3,4,4
3681,874,5,27227.58,3,4,4
2852,874,5,45768.18,3,5,5
8332,874,6,16217.95,3,5,3
7626,874,7,41718.67,3,5,5
3079,874,7,53902.7,3,5,5
9250,874,8,51802.1,3,5,5
3148,873,2,6514.42,3,1,1
8265,873,2,10911.44,3,1,2
1373,873,2,17909.37,3,2,3
7712,873,2,20053.6,3,2,3
2744,873,3,8076.19,3,2,1
932,873,3,12107.65,3,2,2
4585,873,3,21496.36,3,3,3
7290,873,4,12119.61,3,3,2
669,873,4,12366.73,3,3,2
10605,873,4,20533.83,3,3,3
2437,873,4,21620.19,3,3,3
10176,873,4,27729.48,3,4,4
3705,873,4,31267.22,3,4,4
9624,873,4,32717.53,3,4,5
3848,873,4,34903.17,3,4,5
4178,873,5,23745.64,3,4,4
3041,873,5,26048.69,3,4,4
2285,873,5,30329.22,3,4,4
6886,873,5,32418.82,3,4,5
10841,873,5,32659.73,3,4,5
5837,873,5,37383.07,3,4,5
11772,873,5,47665.12,3,5,5
1569,873,6,40537.22,3,5,5
9647,873,7,51039.94,3,5,5
476,873,8,60027.01,3,5,5
11726,872,1,2123.08,3,1,1
4557,872,1,2279.38,3,1,1
3263,872,2,2799.92,3,1,1
11054,872,2,10059.15,3,1,2
8158,872,2,17533.54,3,2,3
1543,872,2,18455.99,3,2,3
3958,872,2,18519.66,3,2,3
2937,872,3,11877.56,3,2,2
2674,872,3,14923.2,3,2,2
9427,872,3,16811.15,3,2,3
4317,872,3,17982.93,3,2,3
5295,872,3,25143.76,3,3,4
6807,872,4,17497.64,3,3,3
11870,872,4,19820.21,3,3,3
5804,872,4,23998.59,3,3,4
5736,872,4,31466.13,3,4,4
4193,872,5,14765.46,3,4,2
3947,872,5,29196.6,3,4,4
9338,872,5,34332.9,3,4,5
8056,872,5,35939.59,3,4,5
408,872,5,44540.63,3,5,5
10500,872,5,48210.8,3,5,5
3633,872,6,13915.77,3,5,2
7478,872,6,25740.0,3,5,4
3109,872,6,42950.33,3,5,5
7849,872,6,54076.96,3,5,5
4423,872,7,22846.56,3,5,4
6685,872,7,38330.29,3,5,5
9403,872,8,43531.81,3,5,5
8390,872,8,45828.95,3,5,5
11259,872,11,61648.76,3,5,5
8175,871,1,6638.89,3,1,1
10154,871,2,3781.05,3,1,1
8290,871,2,6685.68,3,1,1
3533,871,3,6966.57,3,2,1
6215,871,3,9292.57,3,2,1
1642,871,3,10279.18,3,2,2
8151,871,3,14734.85,3,2,2
3001,871,4,16809.42,3,3,3
11466,871,4,20650.73,3,3,3
6204,871,4,26985.0,3,4,4
7785,871,4,28644.28,3,4,4
9279,871,4,32245.29,3,4,5
11656,871,5,16463.01,3,4,3
2152,871,5,16997.7,3,4,3
4248,871,5,28960.94,3,4,4
8986,871,6,27474.44,3,5,4
5174,871,6,37721.49,3,5,5
7380,871,7,38895.81,3,5,5
2550,870,2,12741.73,3,1,2
3773,870,3,10223.97,3,2,2
7324,870,3,17814.63,3,2,3
11249,870,3,21311.6,3,3,3
1509,870,3,21830.93,3,3,3
1095,870,4,12954.33,3,3,2
2174,870,4,18480.76,3,3,3
1668,870,4,18486.2,3,3,3
908,870,4,24226.89,3,3,4
459,870,4,25640.13,3,3,4
11529,870,4,37691.71,3,4,5
9135,870,4,38484.94,3,4,5
6464,870,5,12392.58,3,4,2
4913,870,5,28195.88,3,4,4
3166,870,5,31252.56,3,4,4
2363,870,5,38578.7,3,4,5
2136,870,5,51941.0,3,5,5
11205,870,6,26564.89,3,5,4
2560,870,6,31249.44,3,5,4
7601,870,6,47120.05,3,5,5
11461,870,7,40643.5,3,5,5
7738,870,7,42838.55,3,5,5
5485,870,7,50094.85,3,5,5
11042,870,10,55393.97,3,5,5
9264,869,1,4225.6,3,1,1
1305,869,1,4785.86,3,1,1
3619,869,2,6117.34,3,1,1
794,869,2,6299.6,3,1,1
5279,869,2,12871.53,3,2,2
3261,869,2,15222.95,3,2,2
7114,869,3,6621.04,3,2,1
5927,869,3,9420.28,3,2,1
4315,869,3,13072.21,3,2,2
6513,869,3,16288.94,3,2,3
6411,869,3,18898.71,3,2,3
214,869,3,20481.78,3,3,3
5651,869,3,22267.9,3,3,3
1176,869,3,28108.68,3,3,4
11929,869,4,8672.37,3,3,1
11563,869,4,17791.28,3,3,3
9867,869,4,20480.34,3,3,3
4133,869,4,21863.11,3,3,3
10295,869,4,21901.96,3,3,3
8371,869,4,24047.44,3,3,4
5178,869,5,20013.78,3,4,3
7103,869,5,25661.21,3,4,4
9379,869,5,34624.04,3,4,5
10196,869,5,41705.28,3,5,5
8040,869,6,23704.08,3,5,4
9845,869,6,35922.23,3,5,5
1099,869,6,36256.58,3,5,5
3313,869,6,44537.07,3,5,5
3673,869,7,35836.61,3,5,5
9934,869,7,42184.03,3,5,5
3209,868,1,5596.94,3,1,1
5858,868,2,1917.54,3,1,1
2698,868,2,6756.11,3,1,1
849,868,2,7236.01,3,1,1
2511,868,2,8912.15,3,1,1
9521,868,2,9540.44,3,1,1
2185,868,2,13575.24,3,2,2
11237,868,2,13726.71,3,2,2
7744,868,2,14992.51,3,2,2
9045,868,3,8019.44,3,2,1
5503,868,3,11520.91,3,2,2
8130,868,3,18031.62,3,2,3
8288,868,3,29584.31,3,3,4
10344,868,4,14373.64,3,3,2
9890,868,4,17044.08,3,3,3
7381,868,4,17926.18,3,3,3
9054,868,4,18665.46,3,3,3
8901,868,4,20095.81,3,3,3
11153,868,4,25324.12,3,3,4
5175,868,5,10381.34,3,4,2
9106,868,5,21791.44,3,4,3
9535,868,5,25154.82,3,4,4
3354,868,5,37093.17,3,4,5
10287,868,5,39884.14,3,4,5
5146,868,5,48810.21,3,5,5
10170,868,5,52756.91,3,5,5
8469,868,6,24277.41,3,5,4
3062,868,6,32576.21,3,5,5
5980,868,6,34904.81,3,5,5
716,868,6,35886.98,3,5,5
6059,868,6,43604.0,3,5,5
5725,868,7,29312.52,3,5,4
3045,868,7,29577.26,3,5,4
3560,868,7,35030.87,3,5,5
7305,868,7,35325.29,3,5,5
8798,868,7,49194.85,3,5,5
3813,868,8,40252.29,3,5,5
8285,867,1,1910.01,3,1,1
880,867,2,5135.99,3,1,1
2493,867,2,7393.52,3,1,1
10806,867,2,7422.56,3,1,1
8498,867,2,10936.51,3,1,2
6997,867,2,12138.7,3,1,2
5643,867,2,12776.33,3,1,2
2464,867,2,15342.9,3,2,2
8232,867,3,6823.87,3,2,1
11159,867,3,8892.93,3,2,1
156,867,3,12349.01,3,2,2
10589,867,3,13236.25,3,2,2
3383,867,3,15734.82,3,2,2
2461,867,3,16672.43,3,2,3
2688,867,4,11512.9,3,3,2
753,867,4,13095.97,3,3,2
11203,867,4,15171.26,3,3,2
2576,867,4,18478.48,3,3,3
1474,867,4,19724.43,3,3,3
4991,867,4,20288.32,3,3,3
10242,867,4,21561.64,3,3,3
8633,867,4,21575.26,3,3,3
972,867,4,24911.17,3,3,4
2112,867,4,26808.73,3,4,4
1122,867,5,16581.96,3,4,3
1880,867,5,19102.43,3,4,3
9161,867,5,23945.47,3,4,4
1930,867,6,20116.18,3,5,3
3846,867,6,24939.64,3,5,4
5754,867,6,37638.38,3,5,5
4063,867,6,39343.74,3,5,5
8670,867,6,42602.48,3,5,5
9477,867,7,32696.03,3,5,5
5650,867,7,34885.75,3,5,5
10979,867,9,31786.57,3,5,5
5024,866,2,6584.52,3,1,1
7202,866,2,8521.06,3,1,1
9824,866,2,10073.41,3,1,2
11644,866,3,6044.55,3,2,1
10933,866,3,8066.34,3,2,1
5990,866,3,8537.9,3,2,1
11356,866,3,11794.23,3,2,2
9864,866,3,12723.72,3,2,2
4974,866,3,13789.86,3,2,2
6763,866,3,19050.09,3,2,3
1329,866,3,28932.16,3,3,4
9575,866,3,35208.45,3,3,5
1900,866,4,10179.84,3,3,2
10936,866,4,16214.57,3,3,3
607,866,4,17280.17,3,3,3
463,866,4,28014.12,3,4,4
8989,866,4,28249.93,3,4,4
10731,866,5,12595.89,3,4,2
3583,866,5,17573.61,3,4,3
1463,866,5,25335.95,3,4,4
6390,866,5,28493.13,3,4,4
1995,866,5,33941.72,3,4,5
533,866,5,35865.89,3,4,5
9734,866,5,37020.85,3,4,5
11048,866,6,31609.7,3,5,4
6969,866,6,32792.66,3,5,5
9609,866,7,29692.5,3,5,4
7168,866,7,42357.14,3,5,5
5645,866,7,45412.01,3,5,5
9590,866,7,49435.39,3,5,5
5755,865,1,5533.77,3,1,1
10821,865,1,10840.03,3,1,2
877,865,2,6363.51,3,1,1
1697,865,2,9096.07,3,1,1
4252,865,3,6190.82,3,2,1
5453,865,3,7209.13,3,2,1
10955,865,3,7906.55,3,2,1
5745,865,3,8878.82,3,2,1
10958,865,3,10305.66,3,2,2
11401,865,3,10981.48,3,2,2
8639,865,3,12024.24,3,2,2
2391,865,3,16070.13,3,2,2
4412,865,3,17975.47,3,2,3
5093,865,3,18695.65,3,2,3
4978,865,3,22310.52,3,3,3
4290,865,4,19108.04,3,3,3
1840,865,4,23411.9,3,3,4
3368,865,4,23444.07,3,3,4
9729,865,4,26265.83,3,4,4
10335,865,4,27204.26,3,4,4
11966,865,4,28687.84,3,4,4
479,865,4,36862.07,3,4,5
3838,865,5,18252.32,3,4,3
8243,865,5,24636.44,3,4,4
7095,865,5,28730.78,3,4,4
367,865,5,37317.11,3,4,5
3047,865,5,37498.26,3,4,5
4150,865,5,46393.24,3,5,5
5430,865,6,21298.16,3,5,3
1735,865,6,37654.18,3,5,5
6232,865,7,30529.19,3,5,4
1663,864,1,4625.46,3,1,1
10488,864,1,7269.33,3,1,1
9372,864,2,7289.37,3,1,1
3411,864,2,10690.63,3,1,2
10805,864,2,11415.65,3,1,2
6485,864,2,14974.71,3,2,2
3686,864,2,17733.14,3,2,3
10701,864,2,17753.37,3,2,3
3952,864,2,21937.7,3,2,3
7191,864,3,9608.24,3,2,1
2872,864,3,16148.51,3,2,3
6948,864,3,16516.67,3,2,3
2133,864,3,18564.08,3,2,3
3579,864,3,23541.66,3,3,4
297,864,4,9444.46,3,3,1
241,864,4,12323.55,3,3,2
11073,864,4,18148.65,3,3,3
690,864,4,22107.83,3,3,3
6611,864,4,27132.6,3,4,4
6568,864,4,27568.74,3,4,4
8688,864,4,27991.24,3,4,4
10218,864,4,32121.86,3,4,5
7042,864,5,19610.81,3,4,3
9738,864,5,24899.42,3,4,4
7082,864,5,27284.77,3,4,4
11331,864,5,36518.42,3,4,5
2081,864,6,24493.31,3,5,4
1070,864,6,37382.3,3,5,5
2685,864,7,29590.05,3,5,4
2388,864,9,46581.26,3,5,5
2371,863,2,11707.63,3,1,2
8442,863,3,10133.01,3,2,2
11824,863,3,10941.81,3,2,2
6271,863,3,11319.01,3,2,2
4125,863,3,11725.83,3,2,2
8925,863,3,14855.23,3,2,2
2085,863,3,20682.94,3,3,3
5085,863,4,13373.69,3,3,2
6144,863,4,19628.29,3,3,3
5511,863,4,27015.7,3,4,4
3931,863,4,27785.63,3,4,4
2422,863,4,28263.84,3,4,4
5627,863,5,14509.79,3,4,2
5617,863,5,16709.43,3,4,3
10141,863,5,21455.12,3,4,3
7193,863,5,22884.9,3,4,4
8101,863,5,26145.22,3,4,4
11974,863,6,15792.36,3,5,2
4852,863,7,25673.57,3,5,4
2323,863,7,31976.45,3,5,5
3519,863,7,65405.76,3,5,5
1108,863,8,67674.67,3,5,5
2500,862,1,3504.25,3,1,1
2033,862,2,5789.75,3,1,1
11808,862,2,9034.1,3,1,1
10432,862,3,5519.25,3,2,1
3997,862,3,10730.7,3,2,2
8222,862,3,10962.91,3,2,2
5933,862,3,12573.06,3,2,2
10192,862,3,16086.41,3,2,2
4409,862,3,16524.56,3,2,3
3680,862,3,20081.35,3,3,3
7138,862,3,22813.48,3,3,4
6679,862,4,9480.91,3,3,1
6539,862,4,14463.46,3,3,2
7453,862,4,17890.75,3,3,3
6613,862,4,19970.18,3,3,3
5750,862,4,25575.23,3,3,4
2625,862,4,26616.8,3,4,4
751,862,4,27211.42,3,4,4
10041,862,4,35335.05,3,4,5
4445,862,4,44500.02,3,4,5
10070,862,5,20164.17,3,4,3
2534,862,5,38041.33,3,4,5
11900,862,6,24841.15,3,5,4
11264,862,6,28511.24,3,5,4
7172,862,7,52877.12,3,5,5
8134,861,1,681.68,3,1,1
9737,861,1,10935.33,3,1,2
9750,861,2,7808.93,3,1,1
4401,861,2,9073.09,3,1,1
240,861,2,11680.53,3,1,2
9606,861,2,12237.4,3,1,2
11993,861,2,13765.56,3,2,2
3505,861,2,17235.67,3,2,3
5083,861,2,17318.63,3,2,3
11937,861,3,11656.01,3,2,2
9499,861,3,15715.62,3,2,2
8187,861,3,16292.27,3,2,3
5907,861,3,18253.37,3,2,3
9118,861,3,20774.15,3,3,3
10749,861,4,15504.94,3,3,2
4148,861,4,17859.05,3,3,3
8517,861,4,23221.3,3,3,4
5182,861,4,27275.49,3,4,4
5337,861,4,28526.11,3,4,4
697,861,4,33772.11,3,4,5
5648,861,5,15943.93,3,4,2
4820,861,5,27262.08,3,4,4
5965,861,5,28918.47,3,4,4
2099,861,5,29320.33,3,4,4
1765,861,5,32472.94,3,4,5
1694,861,6,21145.25,3,5,3
2563,861,6,27270.48,3,5,4
4842,861,6,29048.7,3,5,4
10076,861,6,32215.65,3,5,5
8864,861,6,33696.99,3,5,5
1101,861,6,39691.2,3,5,5
7540,861,8,59638.33,3,5,5
3076,861,10,43399.37,3,5,5
10682,861,10,46484.99,3,5,5
1831,861,10,60748.03,3,5,5
3274,860,1,13016.7,3,1,2
1119,860,2,4451.34,3,1,1
10740,860,2,5823.55,3,1,1
6000,860,2,7149.63,3,1,1
3658,860,2,8585.6,3,1,1
10166,860,2,12912.13,3,2,2
5623,860,3,7157.73,3,2,1
5278,860,3,9659.79,3,2,1
11609,860,3,14203.37,3,2,2
11720,860,3,18057.0,3,2,3
10049,860,3,18338.09,3,2,3
739,860,3,20592.98,3,3,3
4360,860,3,24733.97,3,3,4
7756,860,3,26633.12,3,3,4
10773,860,4,17071.39,3,3,3
8687,860,4,19595.53,3,3,3
3400,860,4,31222.14,3,4,4
10236,860,4,32945.42,3,4,5
8126,860,5,16816.16,3,4,3
2692,860,5,24694.9,3,4,4
10680,860,5,24929.89,3,4,4
2300,860,5,26573.76,3,4,4
8082,860,5,31901.49,3,4,5
7347,860,5,45777.79,3,5,5
2241,860,5,50158.3,3,5,5
8805,860,6,48767.8,3,5,5
3032,860,7,27639.43,3,5,4
11448,859,2,5830.08,3,1,1
5339,859,2,15701.48,3,2,2
1522,859,2,16377.7,3,2,3
11318,859,2,17872.3,3,2,3
8245,859,2,24550.58,3,2,4
6092,859,3,6256.49,3,2,1
6689,859,3,13513.85,3,2,2
7285,859,3,16311.77,3,2,3
4768,859,3,17853.12,3,2,3
11015,859,4,7958.48,3,3,1
3684,859,4,8481.73,3,3,1
7828,859,4,12893.24,3,3,2
9339,859,4,12996.88,3,3,2
45,859,4,16286.21,3,3,3
768,859,4,16713.14,3,3,3
11511,859,4,24189.02,3,3,4
6364,859,4,25304.06,3,3,4
7516,859,4,27366.55,3,4,4
5797,859,4,27553.07,3,4,4
992,859,4,28062.71,3,4,4
3027,859,4,29788.58,3,4,4
3735,859,4,41079.84,3,4,5
6240,859,5,19823.04,3,4,3
4507,859,5,23110.35,3,4,4
8476,859,5,28283.53,3,4,4
4376,859,5,29583.3,3,4,4
3463,859,5,31102.69,3,4,4
8697,859,5,42938.21,3,5,5
8451,859,6,30526.33,3,5,4
2892,859,8,44178.73,3,5,5
1667,858,1,6900.24,3,1,1
2138,858,2,4392.37,3,1,1
8928,858,2,7388.25,3,1,1
1645,858,2,8618.0,3,1,1
2824,858,2,13561.52,3,2,2
9523,858,2,14721.58,3,2,2
4603,858,3,9899.65,3,2,2
2271,858,3,13643.21,3,2,2
5334,858,3,14692.08,3,2,2
10587,858,3,36601.24,3,3,5
1687,858,3,44878.67,3,3,5
10928,858,4,13101.1,3,3,2
11642,858,4,15449.78,3,3,2
6008,858,4,17711.37,3,3,3
2195,858,4,17799.89,3,3,3
3502,858,4,17858.13,3,3,3
7842,858,4,18912.21,3,3,3
5245,858,4,29129.98,3,4,4
10398,858,5,11788.49,3,4,2
5211,858,5,13724.66,3,4,2
8910,858,5,20542.66,3,4,3
5825,858,5,20996.46,3,4,3
6752,858,5,23878.09,3,4,4
74,858,5,26529.35,3,4,4
9261,858,5,27853.15,3,4,4
9815,858,5,35361.77,3,4,5
5556,858,7,25565.42,3,5,4
6350,858,7,33656.36,3,5,5
2126,858,11,80054.16,3,5,5
9324,857,3,4405.91,3,2,1
6424,857,3,12915.75,3,2,2
7572,857,3,15184.07,3,2,2
7451,857,3,19733.9,3,3,3
8678,857,3,19779.05,3,3,3
10802,857,3,20186.3,3,3,3
6500,857,3,23333.3,3,3,4
10938,857,4,7476.54,3,3,1
6595,857,4,11349.31,3,3,2
2007,857,4,15045.91,3,3,2
10597,857,4,17050.52,3,3,3
3936,857,4,17058.39,3,3,3
5524,857,4,20716.06,3,3,3
779,857,4,23755.46,3,3,4
6914,857,4,33625.02,3,4,5
3424,857,4,42878.28,3,4,5
6644,857,5,8926.07,3,4,1
6723,857,5,16542.1,3,4,3
9650,857,5,20842.0,3,4,3
4366,857,5,22860.19,3,4,4
7883,857,5,25538.16,3,4,4
3435,857,5,27171.36,3,4,4
5887,857,5,29419.45,3,4,4
9611,857,6,19309.14,3,5,3
10175,857,6,22176.39,3,5,3
7888,857,6,27419.0,3,5,4
6772,857,6,39900.59,3,5,5
10406,857,6,42669.04,3,5,5
1334,857,6,49709.97,3,5,5
4981,856,1,112.14,3,1,1
1788,856,1,1346.4,3,1,1
6971,856,1,2180.17,3,1,1
7946,856,2,2763.06,3,1,1
3887,856,2,7708.18,3,1,1
5315,856,2,8745.7,3,1,1
11562,856,3,5924.36,3,2,1
8530,856,3,10892.63,3,2,2
7999,856,3,11866.77,3,2,2
10378,856,3,13012.66,3,2,2
7140,856,3,14949.82,3,2,2
3014,856,3,18324.15,3,2,3
4219,856,3,18933.46,3,2,3
11360,856,3,20266.19,3,3,3
4555,856,3,29189.01,3,3,4
247,856,4,4944.53,3,3,1
6466,856,4,6402.13,3,3,1
9973,856,4,9887.71,3,3,1
4109,856,4,13202.15,3,3,2
2643,856,4,17612.29,3,3,3
3960,856,4,21156.74,3,3,3
9547,856,4,22273.03,3,3,3
8394,856,4,24073.93,3,3,4
4338,856,4,24558.2,3,3,4
4425,856,5,9921.85,3,4,2
916,856,5,21257.16,3,4,3
5883,856,5,38131.6,3,4,5
7303,856,6,24837.16,3,5,4
9827,856,6,26677.57,3,5,4
2507,856,6,45501.18,3,5,5
6004,856,7,41338.11,3,5,5
10986,856,8,48048.51,3,5,5
7373,856,10,76432.32,3,5,5
