categoria,nome_produto,preco_casanova,preco_medio_mercado,gap_pct
Jardim,Produto Jardim 40,314.32,292.64,7.41
Banheiro,Produto Banheiro 106,657.47,612.1,7.41
Decoração,Produto Decoração 119,249.44,232.26,7.4
Móveis,Produto Móveis 136,690.82,643.35,7.38
Decoração,Produto Decoração 61,689.21,641.91,7.37
Móveis,Produto Móveis 97,766.85,714.18,7.37
Jardim,Produto Jardim 66,363.54,338.65,7.35
Jardim,Produto Jardim 93,230.38,214.61,7.35
Jardim,Produto Jardim 66,363.54,338.74,7.32
Cozinha,Produto Cozinha 33,249.58,232.58,7.31
Cozinha,Produto Cozinha 54,357.67,333.35,7.3
Decoração,Produto Decoração 123,27.91,26.01,7.3
Banheiro,Produto Banheiro 137,739.01,688.83,7.28
Jardim,Produto Jardim 40,314.32,293.03,7.27
Decoração,Produto Decoração 122,778.91,726.14,7.27
Banheiro,Produto Banheiro 124,372.53,347.32,7.26
Decoração,Produto Decoração 34,132.67,123.7,7.25
Outros,Produto Jardim 6,32.19,30.02,7.23
Banheiro,Produto Banheiro 124,372.53,347.5,7.2
Jardim,Produto Jardim 66,363.54,339.16,7.19
Jardim,Produto Jardim 98,298.09,278.13,7.18
Jardim,Produto Jardim 98,298.09,278.13,7.18
Jardim,Produto Jardim 121,800.28,746.81,7.16
Jardim,Produto Jardim 92,787.12,734.58,7.15
Decoração,Produto Decoração 64,698.04,651.57,7.13
Móveis,Produto Móveis 26,824.6,769.84,7.11
Móveis,Produto Móveis 77,135.99,126.96,7.11
Iluminação,Produto Iluminação 27,799.48,746.51,7.1
Móveis,Produto Móveis 97,766.85,716.08,7.09
Jardim,Produto Jardim 93,230.38,215.15,7.08
Cozinha,Produto Cozinha 125,819.62,765.42,7.08
Cozinha,Produto Cozinha 54,357.67,334.04,7.07
Jardim,Produto Jardim 7,710.09,663.32,7.05
Banheiro,Produto Banheiro 103,521.37,487.12,7.03
Decoração,Produto Decoração 64,698.04,652.31,7.01
Iluminação,Produto Iluminação 82,544.0,508.4,7.0
Banheiro,Produto Banheiro 103,521.37,487.24,7.0
Decoração,Produto Decoração 117,496.71,464.22,7.0
Decoração,Produto Decoração 61,689.21,644.21,6.99
Decoração,Produto Decoração 99,621.17,580.6,6.99
Jardim,Produto Jardim 40,314.32,293.8,6.98
Móveis,Produto Móveis 136,690.82,645.82,6.97
Cozinha,Produto Cozinha 54,357.67,334.39,6.96
Decoração,Produto Decoração 117,496.71,464.45,6.95
Iluminação,Produto Iluminação 95,457.26,427.58,6.94
Banheiro,Produto Banheiro 106,657.47,614.81,6.94
Decoração,Produto Decoração 119,249.44,233.26,6.94
Cozinha,Produto Cozinha 131,528.53,494.23,6.94
Outros,Produto Decoração 5,516.93,483.43,6.93
Decoração,Produto Decoração 117,496.71,464.58,6.92
Móveis,Produto Móveis 77,135.99,127.2,6.91
Móveis,Produto Móveis 97,766.85,717.33,6.9
Banheiro,Produto Banheiro 113,236.44,221.2,6.89
Móveis,Produto Móveis 88,553.72,518.12,6.87
Banheiro,Produto Banheiro 106,657.47,615.28,6.86
Móveis,Produto Móveis 88,553.72,518.31,6.83
Iluminação,Produto Iluminação 27,799.48,748.44,6.82
Móveis,Produto Móveis 68,802.33,751.12,6.82
Decoração,Produto Decoração 61,689.21,645.29,6.81
Jardim,Produto Jardim 121,800.28,749.27,6.81
Cozinha,Produto Cozinha 131,528.53,494.81,6.81
Móveis,Produto Móveis 68,802.33,751.25,6.8
Móveis,Produto Móveis 88,553.72,518.51,6.79
Iluminação,Produto Iluminação 82,544.0,509.5,6.77
Iluminação,Produto Iluminação 82,544.0,509.54,6.76
Cozinha,Produto Cozinha 74,523.99,490.85,6.75
Móveis,Produto Móveis 18,821.3,769.43,6.74
Jardim,Produto Jardim 91,299.79,280.86,6.74
Iluminação,Produto Iluminação 100,755.72,707.97,6.74
Cozinha,Produto Cozinha 131,528.53,495.2,6.73
Jardim,Produto Jardim 91,299.79,281.0,6.69
Móveis,Produto Móveis 68,802.33,752.25,6.66
Banheiro,Produto Banheiro 106,657.47,616.42,6.66
Cozinha,Produto Cozinha 125,819.62,768.44,6.66
Jardim,Produto Jardim 66,363.54,340.88,6.65
Jardim,Produto Jardim 121,800.28,750.44,6.64
Outros,Produto Decoração 5,516.93,484.8,6.63
Móveis,Produto Móveis 18,821.3,770.21,6.63
Banheiro,Produto Banheiro 113,236.44,221.75,6.62
Móveis,Produto Móveis 118,178.03,166.97,6.62
Jardim,Produto Jardim 7,710.09,666.25,6.58
Jardim,Produto Jardim 120,553.97,519.78,6.58
Jardim,Produto Jardim 98,298.09,279.74,6.56
Decoração,Produto Decoração 64,698.04,655.16,6.54
Cozinha,Produto Cozinha 75,57.98,54.42,6.54
Banheiro,Produto Banheiro 22,43.71,41.03,6.53
Banheiro,Produto Banheiro 144,403.77,379.01,6.53
Outros,Produto Decoração 5,516.93,485.44,6.49
Cozinha,Produto Cozinha 129,796.69,748.14,6.49
Iluminação,Produto Iluminação 100,755.72,709.7,6.48
Móveis,Produto Móveis 88,553.72,520.07,6.47
Jardim,Produto Jardim 91,299.79,281.58,6.47
Banheiro,Produto Banheiro 144,403.77,379.23,6.47
Decoração,Produto Decoração 64,698.04,655.66,6.46
Banheiro,Produto Banheiro 113,236.44,222.1,6.46
Outros,Produto Banheiro 3,145.28,136.5,6.43
Móveis,Produto Móveis 68,802.33,753.96,6.42
Decoração,Produto Decoração 122,778.91,731.99,6.41
Decoração,Produto Decoração 123,27.91,26.23,6.4
Jardim,Produto Jardim 23,231.08,217.2,6.39
Banheiro,Produto Banheiro 70,318.63,299.49,6.39
Iluminação,Produto Iluminação 82,544.0,511.34,6.39
Iluminação,Produto Iluminação 100,755.72,710.42,6.38
Móveis,Produto Móveis 68,802.33,754.28,6.37
Cozinha,Produto Cozinha 74,523.99,492.61,6.37
Móveis,Produto Móveis 88,553.72,520.55,6.37
Móveis,Produto Móveis 77,135.99,127.87,6.35
Outros,Produto Jardim 6,32.19,30.27,6.34
Banheiro,Produto Banheiro 32,707.0,664.85,6.34
Decoração,Produto Decoração 119,249.44,234.57,6.34
Móveis,Produto Móveis 88,553.72,520.77,6.33
Cozinha,Produto Cozinha 74,523.99,492.83,6.32
Jardim,Produto Jardim 93,230.38,216.69,6.32
Jardim,Produto Jardim 66,363.54,341.95,6.31
Banheiro,Produto Banheiro 144,403.77,379.79,6.31
Cozinha,Produto Cozinha 125,819.62,771.08,6.3
Móveis,Produto Móveis 26,824.6,775.82,6.29
Cozinha,Produto Cozinha 131,528.53,497.25,6.29
Iluminação,Produto Iluminação 96,92.74,87.26,6.28
Jardim,Produto Jardim 98,298.09,280.48,6.28
Decoração,Produto Decoração 123,27.91,26.26,6.28
Decoração,Produto Decoração 139,681.58,641.3,6.28
Banheiro,Produto Banheiro 13,395.82,372.51,6.26
Banheiro,Produto Banheiro 113,236.44,222.51,6.26
Móveis,Produto Móveis 118,178.03,167.58,6.24
Decoração,Produto Decoração 123,27.91,26.27,6.24
Banheiro,Produto Banheiro 106,657.47,618.94,6.23
Banheiro,Produto Banheiro 144,403.77,380.1,6.23
Banheiro,Produto Banheiro 106,657.47,618.97,6.22
Banheiro,Produto Banheiro 137,739.01,695.84,6.2
Móveis,Produto Móveis 26,824.6,776.78,6.16
Móveis,Produto Móveis 18,821.3,773.71,6.15
Banheiro,Produto Banheiro 70,318.63,300.17,6.15
Decoração,Produto Decoração 122,778.91,733.81,6.15
Banheiro,Produto Banheiro 113,236.44,222.79,6.13
Decoração,Produto Decoração 31,339.55,319.99,6.11
Decoração,Produto Decoração 61,689.21,649.52,6.11
Móveis,Produto Móveis 18,821.3,774.18,6.09
Decoração,Produto Decoração 119,249.44,235.14,6.08
Banheiro,Produto Banheiro 32,707.0,666.54,6.07
Decoração,Produto Decoração 139,681.58,642.57,6.07
Outros,Produto Jardim 6,32.19,30.35,6.06
Cozinha,Produto Cozinha 129,796.69,751.14,6.06
Jardim,Produto Jardim 66,363.54,342.79,6.05
Jardim,Produto Jardim 66,363.54,342.83,6.04
Banheiro,Produto Banheiro 32,707.0,666.78,6.03
Iluminação,Produto Iluminação 100,755.72,712.74,6.03
Móveis,Produto Móveis 68,802.33,756.81,6.01
Móveis,Produto Móveis 88,553.72,522.35,6.01
Decoração,Produto Decoração 64,698.04,658.55,6.0
Outros,Produto Jardim 6,32.19,30.37,5.99
Jardim,Produto Jardim 7,710.09,670.17,5.96
Jardim,Produto Jardim 40,314.32,296.71,5.94
Jardim,Produto Jardim 121,800.28,755.43,5.94
Jardim,Produto Jardim 92,787.12,743.06,5.93
Jardim,Produto Jardim 98,298.09,281.41,5.93
Decoração,Produto Decoração 139,681.58,643.41,5.93
Decoração,Produto Decoração 119,249.44,235.5,5.92
Jardim,Produto Jardim 92,787.12,743.21,5.91
Jardim,Produto Jardim 7,710.09,670.62,5.89
Banheiro,Produto Banheiro 13,395.82,373.9,5.86
Iluminação,Produto Iluminação 111,564.11,532.9,5.86
Outros,Produto Decoração 5,516.93,488.4,5.84
Iluminação,Produto Iluminação 111,564.11,532.98,5.84
Banheiro,Produto Banheiro 143,497.86,470.46,5.82
Jardim,Produto Jardim 7,710.09,671.09,5.81
Iluminação,Produto Iluminação 27,799.48,755.69,5.79
Banheiro,Produto Banheiro 22,43.71,41.32,5.78
Banheiro,Produto Banheiro 43,274.67,259.66,5.78
Banheiro,Produto Banheiro 106,657.47,621.52,5.78
Móveis,Produto Móveis 97,766.85,725.0,5.77
Banheiro,Produto Banheiro 144,403.77,381.86,5.74
Banheiro,Produto Banheiro 144,403.77,381.87,5.73
Móveis,Produto Móveis 68,802.33,758.91,5.72
Banheiro,Produto Banheiro 13,395.82,374.44,5.71
Cozinha,Produto Cozinha 42,291.3,275.59,5.7
Banheiro,Produto Banheiro 137,739.01,699.28,5.68
Banheiro,Produto Banheiro 13,395.82,374.58,5.67
Outros,Produto Decoração 5,516.93,489.23,5.66
Banheiro,Produto Banheiro 32,707.0,669.1,5.66
Banheiro,Produto Banheiro 32,707.0,669.12,5.66
Decoração,Produto Decoração 126,260.86,246.89,5.66
Iluminação,Produto Iluminação 27,799.48,756.87,5.63
Iluminação,Produto Iluminação 82,544.0,515.06,5.62
Cozinha,Produto Cozinha 129,796.69,754.47,5.6
Jardim,Produto Jardim 120,553.97,524.62,5.59
Decoração,Produto Decoração 122,778.91,737.91,5.56
Outros,Produto Banheiro 3,145.28,137.64,5.55
Móveis,Produto Móveis 77,135.99,128.85,5.54
Iluminação,Produto Iluminação 96,92.74,87.87,5.54
Iluminação,Produto Iluminação 111,564.11,534.49,5.54
Decoração,Produto Decoração 119,249.44,236.34,5.54
Decoração,Produto Decoração 34,132.67,125.72,5.53
Cozinha,Produto Cozinha 131,528.53,500.83,5.53
Decoração,Produto Decoração 139,681.58,645.84,5.53
Banheiro,Produto Banheiro 43,274.67,260.29,5.52
Jardim,Produto Jardim 7,710.09,673.02,5.51
Jardim,Produto Jardim 7,710.09,672.98,5.51
Jardim,Produto Jardim 93,230.38,218.35,5.51
Iluminação,Produto Iluminação 27,799.48,757.81,5.5
Cozinha,Produto Cozinha 33,249.58,236.56,5.5
Cozinha,Produto Cozinha 69,448.19,424.91,5.48
Cozinha,Produto Cozinha 33,249.58,236.63,5.47
Jardim,Produto Jardim 91,299.79,284.27,5.46
Cozinha,Produto Cozinha 131,528.53,501.18,5.46
Banheiro,Produto Banheiro 22,43.71,41.45,5.45
Decoração,Produto Decoração 31,339.55,321.99,5.45
Iluminação,Produto Iluminação 95,457.26,433.62,5.45
Decoração,Produto Decoração 122,778.91,738.69,5.44
Jardim,Produto Jardim 40,314.32,298.12,5.43
Decoração,Produto Decoração 139,681.58,646.53,5.42
Banheiro,Produto Banheiro 13,395.82,375.5,5.41
Banheiro,Produto Banheiro 70,318.63,302.27,5.41
Cozinha,Produto Cozinha 33,249.58,236.79,5.4
Jardim,Produto Jardim 40,314.32,298.25,5.39
Cozinha,Produto Cozinha 125,819.62,777.67,5.39
Cozinha,Produto Cozinha 69,448.19,425.29,5.38
Jardim,Produto Jardim 92,787.12,746.92,5.38
Decoração,Produto Decoração 139,681.58,646.86,5.37
Móveis,Produto Móveis 68,802.33,761.55,5.35
Iluminação,Produto Iluminação 82,544.0,516.53,5.32
Banheiro,Produto Banheiro 103,521.37,495.14,5.3
Banheiro,Produto Banheiro 113,236.44,224.57,5.29
Jardim,Produto Jardim 23,231.08,219.49,5.28
Cozinha,Produto Cozinha 75,57.98,55.07,5.28
Banheiro,Produto Banheiro 143,497.86,472.88,5.28
Banheiro,Produto Banheiro 32,707.0,671.61,5.27
Cozinha,Produto Cozinha 42,291.3,276.72,5.27
Jardim,Produto Jardim 121,800.28,760.23,5.27
Iluminação,Produto Iluminação 95,457.26,434.41,5.26
Decoração,Produto Decoração 119,249.44,236.98,5.26
Cozinha,Produto Cozinha 125,819.62,778.76,5.25
Jardim,Produto Jardim 92,787.12,747.92,5.24
Iluminação,Produto Iluminação 111,564.11,536.03,5.24
Jardim,Produto Jardim 98,298.09,283.28,5.23
Cozinha,Produto Cozinha 33,249.58,237.19,5.22
Móveis,Produto Móveis 97,766.85,728.84,5.22
Outros,Produto Decoração 5,516.93,491.36,5.2
Decoração,Produto Decoração 10,375.67,357.17,5.18
Jardim,Produto Jardim 93,230.38,219.07,5.16
Decoração,Produto Decoração 126,260.86,248.07,5.16
Banheiro,Produto Banheiro 113,236.44,224.89,5.14
Cozinha,Produto Cozinha 129,796.69,757.72,5.14
Decoração,Produto Decoração 122,778.91,740.94,5.12
Jardim,Produto Jardim 66,363.54,345.88,5.11
Jardim,Produto Jardim 91,299.79,285.21,5.11
Móveis,Produto Móveis 18,821.3,781.58,5.08
Banheiro,Produto Banheiro 70,318.63,303.24,5.08
Banheiro,Produto Banheiro 106,657.47,625.73,5.07
Banheiro,Produto Banheiro 113,236.44,225.08,5.05
Jardim,Produto Jardim 7,710.09,676.04,5.04
Cozinha,Produto Cozinha 129,796.69,758.44,5.04
Decoração,Produto Decoração 31,339.55,323.31,5.02
Outros,Produto Banheiro 3,145.28,138.39,4.98
Decoração,Produto Decoração 64,698.04,664.98,4.97
Iluminação,Produto Iluminação 95,457.26,435.67,4.96
Banheiro,Produto Banheiro 22,43.71,41.65,4.95
Banheiro,Produto Banheiro 137,739.01,704.23,4.94
Iluminação,Produto Iluminação 145,254.26,242.33,4.92
Jardim,Produto Jardim 98,298.09,284.15,4.91
Outros,Produto Decoração 5,516.93,492.78,4.9
Cozinha,Produto Cozinha 75,57.98,55.27,4.9
Iluminação,Produto Iluminação 100,755.72,720.59,4.88
Banheiro,Produto Banheiro 137,739.01,704.64,4.88
Banheiro,Produto Banheiro 144,403.77,385.01,4.87
Iluminação,Produto Iluminação 27,799.48,762.39,4.86
Iluminação,Produto Iluminação 82,544.0,518.79,4.86
Decoração,Produto Decoração 122,778.91,742.78,4.86
Banheiro,Produto Banheiro 144,403.77,385.05,4.86
Móveis,Produto Móveis 118,178.03,169.79,4.85
Cozinha,Produto Cozinha 74,523.99,499.8,4.84
Banheiro,Produto Banheiro 144,403.77,385.12,4.84
Banheiro,Produto Banheiro 70,318.63,304.01,4.81
Banheiro,Produto Banheiro 106,657.47,627.34,4.8
Banheiro,Produto Banheiro 144,403.77,385.3,4.79
Iluminação,Produto Iluminação 27,799.48,763.02,4.78
Móveis,Produto Móveis 26,824.6,787.06,4.77
Iluminação,Produto Iluminação 145,254.26,242.7,4.76
Móveis,Produto Móveis 26,824.6,787.32,4.74
Banheiro,Produto Banheiro 113,236.44,225.77,4.73
Jardim,Produto Jardim 7,710.09,678.07,4.72
Banheiro,Produto Banheiro 13,395.82,378.01,4.71
Decoração,Produto Decoração 31,339.55,324.32,4.7
Banheiro,Produto Banheiro 32,707.0,675.29,4.7
Jardim,Produto Jardim 92,787.12,751.79,4.7
Jardim,Produto Jardim 59,686.07,655.46,4.67
Cozinha,Produto Cozinha 74,523.99,500.62,4.67
Cozinha,Produto Cozinha 125,819.62,783.02,4.67
Decoração,Produto Decoração 10,375.67,358.93,4.66
Banheiro,Produto Banheiro 13,395.82,378.19,4.66
Cozinha,Produto Cozinha 33,249.58,238.46,4.66
Decoração,Produto Decoração 84,282.85,270.27,4.65
Decoração,Produto Decoração 122,778.91,744.29,4.65
Decoração,Produto Decoração 126,260.86,249.26,4.65
Móveis,Produto Móveis 26,824.6,788.07,4.64
Decoração,Produto Decoração 119,249.44,238.47,4.6
Decoração,Produto Decoração 126,260.86,249.39,4.6
Jardim,Produto Jardim 66,363.54,347.59,4.59
Banheiro,Produto Banheiro 43,274.67,262.63,4.58
Jardim,Produto Jardim 59,686.07,656.09,4.57
Móveis,Produto Móveis 97,766.85,733.41,4.56
Banheiro,Produto Banheiro 113,236.44,226.17,4.54
Cozinha,Produto Cozinha 69,448.19,428.77,4.53
Banheiro,Produto Banheiro 70,318.63,304.83,4.53
Iluminação,Produto Iluminação 27,799.48,764.88,4.52
Iluminação,Produto Iluminação 86,580.77,555.65,4.52
Cozinha,Produto Cozinha 75,57.98,55.48,4.51
Móveis,Produto Móveis 77,135.99,130.12,4.51
Iluminação,Produto Iluminação 86,580.77,555.76,4.5
Cozinha,Produto Cozinha 125,819.62,784.29,4.5
Decoração,Produto Decoração 123,27.91,26.71,4.49
Jardim,Produto Jardim 59,686.07,656.67,4.48
Jardim,Produto Jardim 92,787.12,753.5,4.46
Cozinha,Produto Cozinha 42,291.3,278.88,4.45
Iluminação,Produto Iluminação 145,254.26,243.42,4.45
Cozinha,Produto Cozinha 42,291.3,278.93,4.43
Jardim,Produto Jardim 92,787.12,753.75,4.43
Iluminação,Produto Iluminação 111,564.11,540.19,4.43
Decoração,Produto Decoração 126,260.86,249.83,4.42
Cozinha,Produto Cozinha 74,523.99,501.87,4.41
Cozinha,Produto Cozinha 75,57.98,55.53,4.41
Decoração,Produto Decoração 139,681.58,652.8,4.41
Banheiro,Produto Banheiro 13,395.82,379.15,4.4
Cozinha,Produto Cozinha 69,448.19,429.35,4.39
Banheiro,Produto Banheiro 106,657.47,629.82,4.39
Decoração,Produto Decoração 31,339.55,325.3,4.38
Jardim,Produto Jardim 40,314.32,301.13,4.38
Decoração,Produto Decoração 123,27.91,26.74,4.38
Banheiro,Produto Banheiro 43,274.67,263.2,4.36
Cozinha,Produto Cozinha 131,528.53,506.46,4.36
Cozinha,Produto Cozinha 131,528.53,506.46,4.36
Decoração,Produto Decoração 61,689.21,660.5,4.35
Decoração,Produto Decoração 84,282.85,271.06,4.35
Decoração,Produto Decoração 31,339.55,325.43,4.34
Jardim,Produto Jardim 93,230.38,220.82,4.33
Banheiro,Produto Banheiro 106,657.47,630.37,4.3
Cozinha,Produto Cozinha 69,448.19,429.81,4.28
Decoração,Produto Decoração 61,689.21,660.99,4.27
Banheiro,Produto Banheiro 137,739.01,708.88,4.25
Iluminação,Produto Iluminação 111,564.11,541.14,4.24
Cozinha,Produto Cozinha 129,796.69,764.25,4.24
Cozinha,Produto Cozinha 131,528.53,507.1,4.23
Jardim,Produto Jardim 93,230.38,221.08,4.21
Móveis,Produto Móveis 150,535.11,513.49,4.21
Móveis,Produto Móveis 18,821.3,788.28,4.19
Móveis,Produto Móveis 150,535.11,513.61,4.19
Jardim,Produto Jardim 98,298.09,286.12,4.18
Móveis,Produto Móveis 97,766.85,736.15,4.17
Decoração,Produto Decoração 61,689.21,661.7,4.16
Decoração,Produto Decoração 119,249.44,239.47,4.16
Jardim,Produto Jardim 92,787.12,755.77,4.15
Iluminação,Produto Iluminação 82,544.0,522.39,4.14
Iluminação,Produto Iluminação 82,544.0,522.36,4.14
Móveis,Produto Móveis 150,535.11,513.83,4.14
Outros,Produto Decoração 5,516.93,496.44,4.13
Cozinha,Produto Cozinha 42,291.3,279.76,4.12
Iluminação,Produto Iluminação 82,544.0,522.45,4.12
Iluminação,Produto Iluminação 100,755.72,725.89,4.11
Cozinha,Produto Cozinha 42,291.3,279.85,4.09
Jardim,Produto Jardim 87,442.6,425.22,4.09
Decoração,Produto Decoração 139,681.58,654.8,4.09
Jardim,Produto Jardim 59,686.07,659.2,4.08
Decoração,Produto Decoração 84,282.85,271.76,4.08
Jardim,Produto Jardim 91,299.79,288.04,4.08
Banheiro,Produto Banheiro 137,739.01,710.14,4.07
Decoração,Produto Decoração 31,339.55,326.31,4.06
Decoração,Produto Decoração 64,698.04,670.83,4.06
Outros,Produto Decoração 5,516.93,496.82,4.05
Cozinha,Produto Cozinha 42,291.3,280.08,4.01
Jardim,Produto Jardim 92,787.12,756.74,4.01
Jardim,Produto Jardim 87,442.6,425.6,3.99
Banheiro,Produto Banheiro 103,521.37,501.39,3.98
Decoração,Produto Decoração 123,27.91,26.85,3.95
Cozinha,Produto Cozinha 131,528.53,508.45,3.95
Jardim,Produto Jardim 23,231.08,222.32,3.94
Jardim,Produto Jardim 121,800.28,769.97,3.94
Cozinha,Produto Cozinha 74,523.99,504.23,3.92
Cozinha,Produto Cozinha 33,249.58,240.18,3.91
Cozinha,Produto Cozinha 42,291.3,280.36,3.9
Jardim,Produto Jardim 7,710.09,683.55,3.88
Cozinha,Produto Cozinha 69,448.19,431.51,3.87
Iluminação,Produto Iluminação 100,755.72,727.57,3.87
Iluminação,Produto Iluminação 86,580.77,559.21,3.86
Cozinha,Produto Cozinha 74,523.99,504.55,3.85
Móveis,Produto Móveis 77,135.99,130.95,3.85
Outros,Produto Decoração 5,516.93,497.79,3.84
Decoração,Produto Decoração 64,698.04,672.22,3.84
Outros,Produto Banheiro 3,145.28,139.94,3.82
Iluminação,Produto Iluminação 100,755.72,727.98,3.81
Cozinha,Produto Cozinha 74,523.99,504.81,3.8
Móveis,Produto Móveis 77,135.99,131.06,3.76
Iluminação,Produto Iluminação 100,755.72,728.34,3.76
Decoração,Produto Decoração 126,260.86,251.4,3.76
Decoração,Produto Decoração 84,282.85,272.63,3.75
Decoração,Produto Decoração 122,778.91,750.88,3.73
Móveis,Produto Móveis 77,135.99,131.11,3.72
Jardim,Produto Jardim 91,299.79,289.04,3.72
Banheiro,Produto Banheiro 143,497.86,480.01,3.72
Jardim,Produto Jardim 7,710.09,684.73,3.7
Móveis,Produto Móveis 77,135.99,131.14,3.7
Jardim,Produto Jardim 87,442.6,426.8,3.7
Jardim,Produto Jardim 87,442.6,426.8,3.7
Móveis,Produto Móveis 127,725.7,699.79,3.7
Jardim,Produto Jardim 93,230.38,222.19,3.69
Outros,Produto Decoração 5,516.93,498.57,3.68
Móveis,Produto Móveis 127,725.7,700.12,3.65
Outros,Produto Banheiro 3,145.28,140.18,3.64
Móveis,Produto Móveis 118,178.03,171.78,3.64
Banheiro,Produto Banheiro 13,395.82,381.94,3.63
Banheiro,Produto Banheiro 103,521.37,503.1,3.63
Banheiro,Produto Banheiro 143,497.86,480.46,3.62
Iluminação,Produto Iluminação 27,799.48,771.73,3.6
Cozinha,Produto Cozinha 131,528.53,510.23,3.59
Cozinha,Produto Cozinha 42,291.3,281.22,3.58
Jardim,Produto Jardim 121,800.28,772.61,3.58
Jardim,Produto Jardim 121,800.28,772.88,3.55
Decoração,Produto Decoração 64,698.04,674.18,3.54
Cozinha,Produto Cozinha 75,57.98,56.0,3.54
Jardim,Produto Jardim 87,442.6,427.64,3.5
Jardim,Produto Jardim 87,442.6,427.62,3.5
Decoração,Produto Decoração 139,681.58,658.66,3.48
Cozinha,Produto Cozinha 42,291.3,281.52,3.47
Jardim,Produto Jardim 66,363.54,351.35,3.47
Cozinha,Produto Cozinha 69,448.19,433.14,3.47
Outros,Produto Banheiro 3,145.28,140.43,3.45
Cozinha,Produto Cozinha 75,57.98,56.05,3.44
Jardim,Produto Jardim 92,787.12,761.04,3.43
Iluminação,Produto Iluminação 27,799.48,773.05,3.42
Jardim,Produto Jardim 59,686.07,663.52,3.4
Jardim,Produto Jardim 91,299.79,289.92,3.4
Jardim,Produto Jardim 40,314.32,304.0,3.39
Jardim,Produto Jardim 91,299.79,289.95,3.39
Banheiro,Produto Banheiro 137,739.01,714.79,3.39
Iluminação,Produto Iluminação 86,580.77,561.84,3.37
Jardim,Produto Jardim 87,442.6,428.15,3.37
Banheiro,Produto Banheiro 13,395.82,382.97,3.36
Jardim,Produto Jardim 98,298.09,288.4,3.36
Jardim,Produto Jardim 98,298.09,288.46,3.34
Jardim,Produto Jardim 92,787.12,761.78,3.33
Iluminação,Produto Iluminação 111,564.11,545.92,3.33
Outros,Produto Banheiro 3,145.28,140.64,3.3
Decoração,Produto Decoração 119,249.44,241.46,3.3
Decoração,Produto Decoração 139,681.58,659.83,3.3
Decoração,Produto Decoração 10,375.67,363.69,3.29
Decoração,Produto Decoração 31,339.55,328.76,3.28
Iluminação,Produto Iluminação 100,755.72,731.69,3.28
Iluminação,Produto Iluminação 145,254.26,246.2,3.27
Outros,Produto Decoração 5,516.93,500.59,3.26
Decoração,Produto Decoração 147,701.87,679.72,3.26
Iluminação,Produto Iluminação 111,564.11,546.4,3.24
Cozinha,Produto Cozinha 33,249.58,241.76,3.23
Jardim,Produto Jardim 93,230.38,223.19,3.22
Banheiro,Produto Banheiro 143,497.86,482.34,3.22
Jardim,Produto Jardim 98,298.09,288.83,3.21
Banheiro,Produto Banheiro 113,236.44,229.09,3.21
Móveis,Produto Móveis 77,135.99,131.79,3.19
Cozinha,Produto Cozinha 69,448.19,434.36,3.18
Móveis,Produto Móveis 77,135.99,131.82,3.16
Móveis,Produto Móveis 77,135.99,131.83,3.16
Cozinha,Produto Cozinha 42,291.3,282.41,3.15
Iluminação,Produto Iluminação 86,580.77,563.04,3.15
Móveis,Produto Móveis 18,821.3,796.31,3.14
Jardim,Produto Jardim 93,230.38,223.36,3.14
Decoração,Produto Decoração 126,260.86,252.91,3.14
Cozinha,Produto Cozinha 69,448.19,434.57,3.13
Iluminação,Produto Iluminação 27,799.48,775.28,3.12
Jardim,Produto Jardim 92,787.12,763.29,3.12
Jardim,Produto Jardim 98,298.09,289.07,3.12
Jardim,Produto Jardim 23,231.08,224.12,3.11
Iluminação,Produto Iluminação 111,564.11,547.08,3.11
Decoração,Produto Decoração 123,27.91,27.07,3.1
Decoração,Produto Decoração 147,701.87,680.76,3.1
Cozinha,Produto Cozinha 74,523.99,508.37,3.07
Banheiro,Produto Banheiro 143,497.86,483.02,3.07
Banheiro,Produto Banheiro 13,395.82,384.15,3.04
Jardim,Produto Jardim 40,314.32,305.09,3.03
Decoração,Produto Decoração 84,282.85,274.53,3.03
Cozinha,Produto Cozinha 33,249.58,242.31,3.0
Móveis,Produto Móveis 18,821.3,797.57,2.98
Jardim,Produto Jardim 91,299.79,291.11,2.98
Jardim,Produto Jardim 92,787.12,764.39,2.97
Outros,Produto Banheiro 3,145.28,141.13,2.94
Banheiro,Produto Banheiro 13,395.82,384.52,2.94
Banheiro,Produto Banheiro 13,395.82,384.57,2.93
Móveis,Produto Móveis 77,135.99,132.12,2.93
Decoração,Produto Decoração 126,260.86,253.43,2.93
Decoração,Produto Decoração 123,27.91,27.12,2.91
Decoração,Produto Decoração 10,375.67,365.09,2.9
Decoração,Produto Decoração 126,260.86,253.5,2.9
Cozinha,Produto Cozinha 125,819.62,796.6,2.89
Jardim,Produto Jardim 65,20.81,20.23,2.87
Móveis,Produto Móveis 18,821.3,798.43,2.86
Móveis,Produto Móveis 118,178.03,173.08,2.86
Cozinha,Produto Cozinha 42,291.3,283.26,2.84
Jardim,Produto Jardim 7,710.09,690.64,2.82
Jardim,Produto Jardim 7,710.09,690.61,2.82
Cozinha,Produto Cozinha 52,277.49,269.87,2.82
Jardim,Produto Jardim 91,299.79,291.56,2.82
Cozinha,Produto Cozinha 33,249.58,242.75,2.81
Decoração,Produto Decoração 122,778.91,757.88,2.77
Iluminação,Produto Iluminação 145,254.26,247.43,2.76
