produto_id,loja_id,data_snapshot,quantidade_disponivel
P0130,L002,2024-10-01,158
P0131,L002,2024-10-01,19
P0132,L002,2024-10-01,19
P0133,L002,2024-10-01,119
P0134,L002,2024-10-01,76
P0135,L002,2024-10-01,-3
P0136,L002,2024-10-01,97
P0137,L002,2024-10-01,69
P0138,L002,2024-10-01,41
P0139,L002,2024-10-01,84
P0140,L002,2024-10-01,27
P0141,L002,2024-10-01,9
P0142,L002,2024-10-01,177
P0143,L002,2024-10-01,195
P0144,L002,2024-10-01,158
P0145,L002,2024-10-01,18
P0146,L002,2024-10-01,91
P0147,L002,2024-10-01,25
P0148,L002,2024-10-01,143
P0149,L002,2024-10-01,169
P0150,L002,2024-10-01,177
P0001,L003,2024-10-01,-17
P0002,L003,2024-10-01,96
P0003,L003,2024-10-01,53
P0004,L003,2024-10-01,133
P0005,L003,2024-10-01,26
P0006,L003,2024-10-01,197
P0007,L003,2024-10-01,50
P0008,L003,2024-10-01,191
P0009,L003,2024-10-01,183
P0010,L003,2024-10-01,196
P0011,L003,2024-10-01,70
P0012,L003,2024-10-01,143
P0013,L003,2024-10-01,57
P0014,L003,2024-10-01,177
P0015,L003,2024-10-01,27
P0016,L003,2024-10-01,98
P0017,L003,2024-10-01,11
P0018,L003,2024-10-01,127
P0019,L003,2024-10-01,48
P0020,L003,2024-10-01,176
P0021,L003,2024-10-01,119
P0022,L003,2024-10-01,126
P0023,L003,2024-10-01,70
P0024,L003,2024-10-01,134
P0025,L003,2024-10-01,184
P0026,L003,2024-10-01,195
P0027,L003,2024-10-01,21
P0028,L003,2024-10-01,71
P0029,L003,2024-10-01,21
P0030,L003,2024-10-01,52
P0031,L003,2024-10-01,102
P0032,L003,2024-10-01,41
P0033,L003,2024-10-01,100
P0034,L003,2024-10-01,16
P0035,L003,2024-10-01,43
P0036,L003,2024-10-01,156
P0037,L003,2024-10-01,8
P0038,L003,2024-10-01,5
P0039,L003,2024-10-01,58
P0040,L003,2024-10-01,23
P0041,L003,2024-10-01,61
P0042,L003,2024-10-01,190
P0043,L003,2024-10-01,114
P0044,L003,2024-10-01,150
P0045,L003,2024-10-01,94
P0046,L003,2024-10-01,22
P0047,L003,2024-10-01,26
P0048,L003,2024-10-01,-2
P0049,L003,2024-10-01,16
P0050,L003,2024-10-01,28
P0051,L003,2024-10-01,29
P0052,L003,2024-10-01,184
P0053,L003,2024-10-01,169
P0054,L003,2024-10-01,126
P0055,L003,2024-10-01,72
P0056,L003,2024-10-01,45
P0057,L003,2024-10-01,174
P0058,L003,2024-10-01,16
P0059,L003,2024-10-01,170
P0060,L003,2024-10-01,112
P0061,L003,2024-10-01,102
P0062,L003,2024-10-01,27
P0063,L003,2024-10-01,98
P0064,L003,2024-10-01,100
P0065,L003,2024-10-01,107
P0066,L003,2024-10-01,105
P0067,L003,2024-10-01,137
P0068,L003,2024-10-01,108
P0069,L003,2024-10-01,92
P0070,L003,2024-10-01,88
P0071,L003,2024-10-01,178
P0072,L003,2024-10-01,179
P0073,L003,2024-10-01,23
P0074,L003,2024-10-01,112
P0075,L003,2024-10-01,138
P0076,L003,2024-10-01,141
P0077,L003,2024-10-01,64
P0078,L003,2024-10-01,75
P0079,L003,2024-10-01,1
P0080,L003,2024-10-01,39
P0081,L003,2024-10-01,142
P0082,L003,2024-10-01,140
P0083,L003,2024-10-01,63
P0084,L003,2024-10-01,26
P0085,L003,2024-10-01,175
P0086,L003,2024-10-01,93
P0087,L003,2024-10-01,141
P0088,L003,2024-10-01,7
P0089,L003,2024-10-01,91
P0090,L003,2024-10-01,178
P0091,L003,2024-10-01,139
P0092,L003,2024-10-01,55
P0093,L003,2024-10-01,13
P0094,L003,2024-10-01,131
P0095,L003,2024-10-01,141
P0096,L003,2024-10-01,68
P0097,L003,2024-10-01,62
P0098,L003,2024-10-01,119
P0099,L003,2024-10-01,158
P0100,L003,2024-10-01,190
P0101,L003,2024-10-01,74
P0102,L003,2024-10-01,178
P0103,L003,2024-10-01,59
P0104,L003,2024-10-01,190
P0105,L003,2024-10-01,153
P0106,L003,2024-10-01,64
P0107,L003,2024-10-01,189
P0108,L003,2024-10-01,171
P0109,L003,2024-10-01,7
P0110,L003,2024-10-01,-2
P0111,L003,2024-10-01,59
P0112,L003,2024-10-01,169
P0113,L003,2024-10-01,2
P0114,L003,2024-10-01,62
P0115,L003,2024-10-01,38
P0116,L003,2024-10-01,92
P0117,L003,2024-10-01,22
P0118,L003,2024-10-01,46
P0119,L003,2024-10-01,196
P0120,L003,2024-10-01,153
P0121,L003,2024-10-01,28
P0122,L003,2024-10-01,120
P0123,L003,2024-10-01,6
P0124,L003,2024-10-01,127
P0125,L003,2024-10-01,197
P0126,L003,2024-10-01,23
P0127,L003,2024-10-01,86
P0128,L003,2024-10-01,183
P0129,L003,2024-10-01,157
P0130,L003,2024-10-01,6
P0131,L003,2024-10-01,91
P0132,L003,2024-10-01,2
P0133,L003,2024-10-01,62
P0134,L003,2024-10-01,80
P0135,L003,2024-10-01,141
P0136,L003,2024-10-01,62
P0137,L003,2024-10-01,184
P0138,L003,2024-10-01,3
P0139,L003,2024-10-01,34
P0140,L003,2024-10-01,61
P0141,L003,2024-10-01,127
P0142,L003,2024-10-01,180
P0143,L003,2024-10-01,98
P0144,L003,2024-10-01,105
P0145,L003,2024-10-01,66
P0146,L003,2024-10-01,93
P0147,L003,2024-10-01,130
P0148,L003,2024-10-01,58
P0149,L003,2024-10-01,42
P0150,L003,2024-10-01,14
P0001,L004,2024-10-01,117
P0002,L004,2024-10-01,18
P9044,L004,2024-10-01,56
P0004,L004,2024-10-01,73
P0005,L004,2024-10-01,180
P0006,L004,2024-10-01,179
P0007,L004,2024-10-01,115
P0008,L004,2024-10-01,103
P0009,L004,2024-10-01,30
P0010,L004,2024-10-01,26
P0011,L004,2024-10-01,52
P0012,L004,2024-10-01,7
P0013,L004,2024-10-01,184
P0014,L004,2024-10-01,173
P0015,L004,2024-10-01,173
P0016,L004,2024-10-01,55
P0017,L004,2024-10-01,72
P0018,L004,2024-10-01,36
P0019,L004,2024-10-01,134
P0020,L004,2024-10-01,20
P0021,L004,2024-10-01,193
P0022,L004,2024-10-01,3
P0023,L004,2024-10-01,193
P0024,L004,2024-10-01,11
P0025,L004,2024-10-01,126
P0026,L004,2024-10-01,165
P0027,L004,2024-10-01,54
P0028,L004,2024-10-01,160
P0029,L004,2024-10-01,125
P0030,L004,2024-10-01,33
P0031,L004,2024-10-01,25
P0032,L004,2024-10-01,21
P0033,L004,2024-10-01,150
P0034,L004,2024-10-01,12
P0035,L004,2024-10-01,184
P0036,L004,2024-10-01,83
P0037,L004,2024-10-01,122
P0038,L004,2024-10-01,94
P0039,L004,2024-10-01,114
P0040,L004,2024-10-01,135
P0041,L004,2024-10-01,77
P0042,L004,2024-10-01,192
P0043,L004,2024-10-01,54
P0044,L004,2024-10-01,137
P0045,L004,2024-10-01,137
P0046,L004,2024-10-01,36
P0047,L004,2024-10-01,38
P0048,L004,2024-10-01,142
P0049,L004,2024-10-01,81
P0050,L004,2024-10-01,127
P0051,L004,2024-10-01,2
P0052,L004,2024-10-01,150
P0053,L004,2024-10-01,189
P0054,L004,2024-10-01,141
P0055,L004,2024-10-01,158
P0056,L004,2024-10-01,14
P0057,L004,2024-10-01,44
P0058,L004,2024-10-01,128
P0059,L004,2024-10-01,98
P0060,L004,2024-10-01,137
P0061,L004,2024-10-01,89
P0062,L004,2024-10-01,14
P0063,L004,2024-10-01,67
P0064,L004,2024-10-01,36
P0065,L004,2024-10-01,100
P0066,L004,2024-10-01,116
P0067,L004,2024-10-01,144
P0068,L004,2024-10-01,127
P0069,L004,2024-10-01,27
P0070,L004,2024-10-01,140
P0071,L004,2024-10-01,195
P0072,L004,2024-10-01,189
P0073,L004,2024-10-01,169
P0074,L004,2024-10-01,110
P0075,L004,2024-10-01,157
P0076,L004,2024-10-01,195
P0077,L004,2024-10-01,136
P0078,L004,2024-10-01,86
P0079,L004,2024-10-01,120
P0080,L004,2024-10-01,21
P0081,L004,2024-10-01,29
P0082,L004,2024-10-01,23
P0083,L004,2024-10-01,21
P0084,L004,2024-10-01,112
P0085,L004,2024-10-01,169
P0086,L004,2024-10-01,138
P0087,L004,2024-10-01,184
P0088,L004,2024-10-01,99
P0089,L004,2024-10-01,42
P0090,L004,2024-10-01,90
P0091,L004,2024-10-01,98
P0092,L004,2024-10-01,166
P0093,L004,2024-10-01,4
P0094,L004,2024-10-01,102
P0095,L004,2024-10-01,137
P0096,L004,2024-10-01,182
P0097,L004,2024-10-01,123
P0098,L004,2024-10-01,15
P0099,L004,2024-10-01,41
P0100,L004,2024-10-01,162
P0101,L004,2024-10-01,99
P0102,L004,2024-10-01,198
P0103,L004,2024-10-01,161
P0104,L004,2024-10-01,62
P0105,L004,2024-10-01,40
P0106,L004,2024-10-01,164
P0107,L004,2024-10-01,82
P0108,L004,2024-10-01,122
P0109,L004,2024-10-01,108
P0110,L004,2024-10-01,75
P0111,L004,2024-10-01,115
P0112,L004,2024-10-01,111
P0113,L004,2024-10-01,96
P0114,L004,2024-10-01,164
P0115,L004,2024-10-01,105
P0116,L004,2024-10-01,13
P0117,L004,2024-10-01,148
P0118,L004,2024-10-01,138
P0119,L004,2024-10-01,115
P0120,L004,2024-10-01,171
P0121,L004,2024-10-01,190
P0122,L004,2024-10-01,89
P0123,L004,2024-10-01,110
P0124,L004,2024-10-01,103
P0125,L004,2024-10-01,179
P0126,L004,2024-10-01,137
P0127,L004,2024-10-01,55
P0128,L004,2024-10-01,124
P0129,L004,2024-10-01,48
P0130,L004,2024-10-01,186
P0131,L004,2024-10-01,24
P0132,L004,2024-10-01,132
P0133,L004,2024-10-01,109
P0134,L004,2024-10-01,77
P0135,L004,2024-10-01,152
P0136,L004,2024-10-01,106
P0137,L004,2024-10-01,93
P0138,L004,2024-10-01,18
P0139,L004,2024-10-01,27
P0140,L004,2024-10-01,136
P0141,L004,2024-10-01,27
P0142,L004,2024-10-01,42
P0143,L004,2024-10-01,184
P0144,L004,2024-10-01,177
P0145,L004,2024-10-01,192
P0146,L004,2024-10-01,197
P0147,L004,2024-10-01,43
P0148,L004,2024-10-01,155
P0149,L004,2024-10-01,41
P0150,L004,2024-10-01,171
P0001,L005,2024-10-01,24
P0002,L005,2024-10-01,16
P0003,L005,2024-10-01,128
P0004,L005,2024-10-01,149
P0005,L005,2024-10-01,73
P0006,L005,2024-10-01,8
P0007,L005,2024-10-01,104
P0008,L005,2024-10-01,56
P0009,L005,2024-10-01,86
P0010,L005,2024-10-01,128
P0011,L005,2024-10-01,15
P0012,L005,2024-10-01,33
P0013,L005,2024-10-01,92
P0014,L005,2024-10-01,148
P0015,L005,2024-10-01,27
P0016,L005,2024-10-01,12
P0017,L005,2024-10-01,47
P0018,L005,2024-10-01,153
P0019,L005,2024-10-01,176
P0020,L005,2024-10-01,143
P0021,L005,2024-10-01,197
P0022,L005,2024-10-01,162
P0023,L005,2024-10-01,11
P0024,L005,2024-10-01,109
P0025,L005,2024-10-01,108
P0026,L005,2024-10-01,188
P0027,L005,2024-10-01,137
P0028,L005,2024-10-01,93
P0029,L005,2024-10-01,39
P0030,L005,2024-10-01,157
P0031,L005,2024-10-01,29
P0032,L005,2024-10-01,168
P0033,L005,2024-10-01,3
P0034,L005,2024-10-01,78
P0035,L005,2024-10-01,37
P0036,L005,2024-10-01,156
P0037,L005,2024-10-01,8
P0038,L005,2024-10-01,176
P0039,L005,2024-10-01,87
P0040,L005,2024-10-01,152
P0041,L005,2024-10-01,92
P0042,L005,2024-10-01,151
P0043,L005,2024-10-01,183
P0044,L005,2024-10-01,46
P0045,L005,2024-10-01,171
P0046,L005,2024-10-01,160
P0047,L005,2024-10-01,26
P0048,L005,2024-10-01,125
P0049,L005,2024-10-01,56
P0050,L005,2024-10-01,148
P0051,L005,2024-10-01,24
P0052,L005,2024-10-01,63
P0053,L005,2024-10-01,43
P0054,L005,2024-10-01,36
P0055,L005,2024-10-01,98
P0056,L005,2024-10-01,163
P0057,L005,2024-10-01,181
P0058,L005,2024-10-01,144
P0059,L005,2024-10-01,156
P0060,L005,2024-10-01,164
P0061,L005,2024-10-01,16
P0062,L005,2024-10-01,25
P0063,L005,2024-10-01,170
P0064,L005,2024-10-01,126
P0065,L005,2024-10-01,60
P0066,L005,2024-10-01,154
P0067,L005,2024-10-01,148
P0068,L005,2024-10-01,91
P0069,L005,2024-10-01,136
P0070,L005,2024-10-01,170
P0071,L005,2024-10-01,137
P0072,L005,2024-10-01,54
P0073,L005,2024-10-01,33
P0074,L005,2024-10-01,31
P0075,L005,2024-10-01,55
P0076,L005,2024-10-01,167
P0077,L005,2024-10-01,171
P0078,L005,2024-10-01,150
P0079,L005,2024-10-01,78
P0080,L005,2024-10-01,49
P0081,L005,2024-10-01,139
P0082,L005,2024-10-01,94
P0083,L005,2024-10-01,35
P0084,L005,2024-10-01,84
P0085,L005,2024-10-01,24
P0086,L005,2024-10-01,48
P0087,L005,2024-10-01,52
P0088,L005,2024-10-01,88
P0089,L005,2024-10-01,141
P0090,L005,2024-10-01,73
P0091,L005,2024-10-01,139
P0092,L005,2024-10-01,80
P0093,L005,2024-10-01,10
P0094,L005,2024-10-01,48
P0095,L005,2024-10-01,68
P0096,L005,2024-10-01,114
P0097,L005,2024-10-01,99
P0098,L005,2024-10-01,34
P0099,L005,2024-10-01,32
P0100,L005,2024-10-01,25
P0101,L005,2024-10-01,62
P0102,L005,2024-10-01,85
P0103,L005,2024-10-01,196
P0104,L005,2024-10-01,86
P0105,L005,2024-10-01,8
P0106,L005,2024-10-01,108
P0107,L005,2024-10-01,14
P0108,L005,2024-10-01,57
P0109,L005,2024-10-01,179
P0110,L005,2024-10-01,121
P0111,L005,2024-10-01,162
P0112,L005,2024-10-01,46
P0113,L005,2024-10-01,193
P0114,L005,2024-10-01,163
P0115,L005,2024-10-01,8
P0116,L005,2024-10-01,21
P0117,L005,2024-10-01,183
P0118,L005,2024-10-01,173
P0119,L005,2024-10-01,66
P0120,L005,2024-10-01,153
P0121,L005,2024-10-01,139
P0122,L005,2024-10-01,106
P0123,L005,2024-10-01,87
P0124,L005,2024-10-01,163
P0125,L005,2024-10-01,180
P0126,L005,2024-10-01,146
P0127,L005,2024-10-01,196
P0128,L005,2024-10-01,69
P0129,L005,2024-10-01,124
P0130,L005,2024-10-01,48
P0131,L005,2024-10-01,48
P0132,L005,2024-10-01,9
P0133,L005,2024-10-01,123
P0134,L005,2024-10-01,113
P0135,L005,2024-10-01,151
P0136,L005,2024-10-01,47
P0137,L005,2024-10-01,30
P0138,L005,2024-10-01,78
P0139,L005,2024-10-01,78
P0140,L005,2024-10-01,154
P0141,L005,2024-10-01,180
P0142,L005,2024-10-01,136
P0143,L005,2024-10-01,77
P0144,L005,2024-10-01,97
P0145,L005,2024-10-01,191
P0146,L005,2024-10-01,178
P0147,L005,2024-10-01,126
P0148,L005,2024-10-01,153
P0149,L005,2024-10-01,126
P0150,L005,2024-10-01,78
P0001,L006,2024-10-01,13
P0002,L006,2024-10-01,76
P0003,L006,2024-10-01,191
P0004,L006,2024-10-01,160
P0005,L006,2024-10-01,197
P0006,L006,2024-10-01,162
P0007,L006,2024-10-01,161
P0008,L006,2024-10-01,178
P0009,L006,2024-10-01,23
P0010,L006,2024-10-01,31
P0011,L006,2024-10-01,22
P0012,L006,2024-10-01,103
P0013,L006,2024-10-01,55
P0014,L006,2024-10-01,28
P0015,L006,2024-10-01,100
P0016,L006,2024-10-01,91
P0017,L006,2024-10-01,19
P0018,L006,2024-10-01,142
P0019,L006,2024-10-01,189
P0020,L006,2024-10-01,187
P0021,L006,2024-10-01,12
P0022,L006,2024-10-01,72
P0023,L006,2024-10-01,23
P0024,L006,2024-10-01,180
P0025,L006,2024-10-01,114
P0026,L006,2024-10-01,79
P0027,L006,2024-10-01,45
P0028,L006,2024-10-01,55
P0029,L006,2024-10-01,0
P0030,L006,2024-10-01,6
P0031,L006,2024-10-01,163
P0032,L006,2024-10-01,68
P0033,L006,2024-10-01,32
P0034,L006,2024-10-01,150
P0035,L006,2024-10-01,120
P0036,L006,2024-10-01,9
P0037,L006,2024-10-01,106
P0038,L006,2024-10-01,58
P0039,L006,2024-10-01,102
P0040,L006,2024-10-01,105
P0041,L006,2024-10-01,75
P0042,L006,2024-10-01,3
P0043,L006,2024-10-01,58
P0044,L006,2024-10-01,195
P0045,L006,2024-10-01,130
P0046,L006,2024-10-01,56
P0047,L006,2024-10-01,114
P0048,L006,2024-10-01,112
P0049,L006,2024-10-01,78
P0050,L006,2024-10-01,157
P0051,L006,2024-10-01,64
P0052,L006,2024-10-01,161
P0053,L006,2024-10-01,121
P0054,L006,2024-10-01,21
P0055,L006,2024-10-01,155
P0056,L006,2024-10-01,135
P0057,L006,2024-10-01,11
P0058,L006,2024-10-01,117
P0059,L006,2024-10-01,128
P0060,L006,2024-10-01,162
P0061,L006,2024-10-01,78
P0062,L006,2024-10-01,163
P0063,L006,2024-10-01,27
P0064,L006,2024-10-01,109
P0065,L006,2024-10-01,35
P0066,L006,2024-10-01,72
P0067,L006,2024-10-01,169
P0068,L006,2024-10-01,9
P0069,L006,2024-10-01,107
P0070,L006,2024-10-01,126
P0071,L006,2024-10-01,198
P0072,L006,2024-10-01,104
P0073,L006,2024-10-01,185
P0074,L006,2024-10-01,171
P0075,L006,2024-10-01,142
P0076,L006,2024-10-01,135
P0077,L006,2024-10-01,130
P0078,L006,2024-10-01,139
P0079,L006,2024-10-01,119
P0080,L006,2024-10-01,109
P0081,L006,2024-10-01,127
P0082,L006,2024-10-01,137
P0083,L006,2024-10-01,62
P0084,L006,2024-10-01,122
P0085,L006,2024-10-01,76
P0086,L006,2024-10-01,142
P0087,L006,2024-10-01,171
P0088,L006,2024-10-01,53
P0089,L006,2024-10-01,114
P0090,L006,2024-10-01,50
P0091,L006,2024-10-01,158
P0092,L006,2024-10-01,193
P0093,L006,2024-10-01,85
P0094,L006,2024-10-01,39
P0095,L006,2024-10-01,109
P0096,L006,2024-10-01,69
P0097,L006,2024-10-01,21
P0098,L006,2024-10-01,199
P0099,L006,2024-10-01,6
P0100,L006,2024-10-01,35
P0101,L006,2024-10-01,161
P0102,L006,2024-10-01,32
P0103,L006,2024-10-01,179
P0104,L006,2024-10-01,2
P0105,L006,2024-10-01,42
P0106,L006,2024-10-01,125
P0107,L006,2024-10-01,100
P0108,L006,2024-10-01,191
P0109,L006,2024-10-01,12
P0110,L006,2024-10-01,90
P0111,L006,2024-10-01,157
P0112,L006,2024-10-01,41
P0113,L006,2024-10-01,108
P0114,L006,2024-10-01,17
P0115,L006,2024-10-01,55
P0116,L006,2024-10-01,174
P0117,L006,2024-10-01,73
P0118,L006,2024-10-01,20
P0119,L006,2024-10-01,47
P9001,L006,2024-10-01,70
P0121,L006,2024-10-01,163
P0122,L006,2024-10-01,61
P0123,L006,2024-10-01,148
P0124,L006,2024-10-01,89
P0125,L006,2024-10-01,80
P0126,L006,2024-10-01,22
P0127,L006,2024-10-01,139
P0128,L006,2024-10-01,70
P0129,L006,2024-10-01,190
P0130,L006,2024-10-01,148
P0131,L006,2024-10-01,61
P0132,L006,2024-10-01,27
P0133,L006,2024-10-01,113
P0134,L006,2024-10-01,48
P0135,L006,2024-10-01,160
P0136,L006,2024-10-01,104
P0137,L006,2024-10-01,71
P0138,L006,2024-10-01,175
P0139,L006,2024-10-01,132
P0140,L006,2024-10-01,85
P0141,L006,2024-10-01,133
P0142,L006,2024-10-01,154
P0143,L006,2024-10-01,174
P0144,L006,2024-10-01,89
P0145,L006,2024-10-01,48
P0146,L006,2024-10-01,108
P0147,L006,2024-10-01,176
P0148,L006,2024-10-01,28
P0149,L006,2024-10-01,100
P0150,L006,2024-10-01,39
P0001,L100,2024-10-01,70
P0002,L100,2024-10-01,13
P0003,L100,2024-10-01,120
P0004,L100,2024-10-01,84
P0005,L100,2024-10-01,140
P0006,L100,2024-10-01,99
P0007,L100,2024-10-01,34
P0008,L100,2024-10-01,56
P0009,L100,2024-10-01,135
P0010,L100,2024-10-01,110
P0011,L100,2024-10-01,47
P0012,L100,2024-10-01,64
P0013,L100,2024-10-01,102
P0014,L100,2024-10-01,53
P0015,L100,2024-10-01,6
P0016,L100,2024-10-01,193
P0017,L100,2024-10-01,157
P0018,L100,2024-10-01,174
P0019,L100,2024-10-01,178
P0020,L100,2024-10-01,128
P0021,L100,2024-10-01,169
P0022,L100,2024-10-01,41
P0023,L100,2024-10-01,130
P0024,L100,2024-10-01,20
P0025,L100,2024-10-01,48
P0026,L100,2024-10-01,97
P0027,L100,2024-10-01,3
P0028,L100,2024-10-01,118
P0029,L100,2024-10-01,58
P0030,L100,2024-10-01,153
P0031,L100,2024-10-01,119
P0032,L100,2024-10-01,110
P0033,L100,2024-10-01,180
P0034,L100,2024-10-01,33
P0035,L100,2024-10-01,1
P0036,L100,2024-10-01,81
P0037,L100,2024-10-01,18
P0038,L100,2024-10-01,198
P0039,L100,2024-10-01,66
P0040,L100,2024-10-01,79
P0041,L100,2024-10-01,68
P0042,L100,2024-10-01,57
P0043,L100,2024-10-01,13
P0044,L100,2024-10-01,139
P0045,L100,2024-10-01,106
P0046,L100,2024-10-01,81
P0047,L100,2024-10-01,189
P0048,L100,2024-10-01,165
P0049,L100,2024-10-01,77
P0050,L100,2024-10-01,54
P0051,L100,2024-10-01,28
P0052,L100,2024-10-01,12
P0053,L100,2024-10-01,115
P0054,L100,2024-10-01,102
P0055,L100,2024-10-01,120
P0056,L100,2024-10-01,190
P0057,L100,2024-10-01,155
P0058,L100,2024-10-01,58
P0059,L100,2024-10-01,91
P0060,L100,2024-10-01,43
P0061,L100,2024-10-01,82
P0062,L100,2024-10-01,50
P0063,L100,2024-10-01,165
P0064,L100,2024-10-01,136
P0065,L100,2024-10-01,195
P0066,L100,2024-10-01,152
P0067,L100,2024-10-01,150
P0068,L100,2024-10-01,77
P0069,L100,2024-10-01,123
P0070,L100,2024-10-01,188
P0071,L100,2024-10-01,85
P0072,L100,2024-10-01,190
P0073,L100,2024-10-01,120
P0074,L100,2024-10-01,169
P0075,L100,2024-10-01,61
P0076,L100,2024-10-01,168
P0077,L100,2024-10-01,23
P0078,L100,2024-10-01,191
P0079,L100,2024-10-01,116
P0080,L100,2024-10-01,3
P0081,L100,2024-10-01,143
P0082,L100,2024-10-01,134
P0083,L100,2024-10-01,183
P0084,L100,2024-10-01,140
P0085,L100,2024-10-01,129
P0086,L100,2024-10-01,70
P0087,L100,2024-10-01,39
P0088,L100,2024-10-01,66
P0089,L100,2024-10-01,80
P0090,L100,2024-10-01,19
P0091,L100,2024-10-01,84
P0092,L100,2024-10-01,195
P0093,L100,2024-10-01,173
P0094,L100,2024-10-01,164
P0095,L100,2024-10-01,66
P0096,L100,2024-10-01,3
P0097,L100,2024-10-01,70
P0098,L100,2024-10-01,77
P0099,L100,2024-10-01,142
P0100,L100,2024-10-01,121
P0101,L100,2024-10-01,103
P0102,L100,2024-10-01,192
P0103,L100,2024-10-01,178
P0104,L100,2024-10-01,71
P0105,L100,2024-10-01,198
P0106,L100,2024-10-01,145
P0107,L100,2024-10-01,5
P0108,L100,2024-10-01,149
P0109,L100,2024-10-01,140
P0110,L100,2024-10-01,182
P0111,L100,2024-10-01,174
P0112,L100,2024-10-01,164
P0113,L100,2024-10-01,84
P0114,L100,2024-10-01,100
P0115,L100,2024-10-01,69
P0116,L100,2024-10-01,46
P0117,L100,2024-10-01,177
P0118,L100,2024-10-01,38
P0119,L100,2024-10-01,104
P9025,L100,2024-10-01,134
P0121,L100,2024-10-01,73
P0122,L100,2024-10-01,164
P0123,L100,2024-10-01,63
P0124,L100,2024-10-01,21
P0125,L100,2024-10-01,76
P0126,L100,2024-10-01,40
P0127,L100,2024-10-01,126
P0128,L100,2024-10-01,56
P0129,L100,2024-10-01,188
P0130,L100,2024-10-01,124
P0131,L100,2024-10-01,14
P0132,L100,2024-10-01,79
P0133,L100,2024-10-01,43
P0134,L100,2024-10-01,123
P0135,L100,2024-10-01,138
P0136,L100,2024-10-01,37
P0137,L100,2024-10-01,7
P0138,L100,2024-10-01,30
P0139,L100,2024-10-01,68
P0140,L100,2024-10-01,10
P0141,L100,2024-10-01,192
P0142,L100,2024-10-01,152
P0143,L100,2024-10-01,112
P0144,L100,2024-10-01,154
P0145,L100,2024-10-01,165
P0146,L100,2024-10-01,146
P0147,L100,2024-10-01,19
P0148,L100,2024-10-01,13
P0149,L100,2024-10-01,140
P0150,L100,2024-10-01,142
P0001,L001,2024-11-01,146
P0002,L001,2024-11-01,134
P0003,L001,2024-11-01,131
P0004,L001,2024-11-01,103
P0005,L001,2024-11-01,108
P0006,L001,2024-11-01,151
P0007,L001,2024-11-01,121
P0008,L001,2024-11-01,144
P0009,L001,2024-11-01,14
P0010,L001,2024-11-01,5
P0011,L001,2024-11-01,181
P0012,L001,2024-11-01,28
P0013,L001,2024-11-01,93
P0014,L001,2024-11-01,119
P0015,L001,2024-11-01,56
P0016,L001,2024-11-01,105
P0017,L001,2024-11-01,156
P0018,L001,2024-11-01,195
P0019,L001,2024-11-01,64
P9056,L001,2024-11-01,20
P0021,L001,2024-11-01,131
P0022,L001,2024-11-01,178
P0023,L001,2024-11-01,176
P0024,L001,2024-11-01,185
P0025,L001,2024-11-01,163
P0026,L001,2024-11-01,91
P0027,L001,2024-11-01,22
P0028,L001,2024-11-01,180
P0029,L001,2024-11-01,80
P0030,L001,2024-11-01,54
P0031,L001,2024-11-01,170
P0032,L001,2024-11-01,113
P9035,L001,2024-11-01,148
P0034,L001,2024-11-01,78
P0035,L001,2024-11-01,96
P0036,L001,2024-11-01,72
P0037,L001,2024-11-01,7
P0038,L001,2024-11-01,44
P0039,L001,2024-11-01,160
P0040,L001,2024-11-01,109
P0041,L001,2024-11-01,73
P0042,L001,2024-11-01,168
P0043,L001,2024-11-01,98
P0044,L001,2024-11-01,29
P0045,L001,2024-11-01,55
P9022,L001,2024-11-01,139
P0047,L001,2024-11-01,91
P0048,L001,2024-11-01,60
P0049,L001,2024-11-01,109
P0050,L001,2024-11-01,107
P0051,L001,2024-11-01,30
P0052,L001,2024-11-01,129
P0053,L001,2024-11-01,8
P0054,L001,2024-11-01,114
P0055,L001,2024-11-01,98
P0056,L001,2024-11-01,179
P0057,L001,2024-11-01,52
P0058,L001,2024-11-01,161
P0059,L001,2024-11-01,72
P0060,L001,2024-11-01,161
P0061,L001,2024-11-01,12
P0062,L001,2024-11-01,57
P0063,L001,2024-11-01,91
P0064,L001,2024-11-01,52
P0065,L001,2024-11-01,159
P0066,L001,2024-11-01,-19
P0067,L001,2024-11-01,176
P0068,L001,2024-11-01,161
P0069,L001,2024-11-01,8
P0070,L001,2024-11-01,10
P0071,L001,2024-11-01,59
P0072,L001,2024-11-01,181
P0073,L001,2024-11-01,152
P0074,L001,2024-11-01,14
P0075,L001,2024-11-01,59
P0076,L001,2024-11-01,20
P0077,L001,2024-11-01,96
P0078,L001,2024-11-01,35
P0079,L001,2024-11-01,7
P0080,L001,2024-11-01,38
P0081,L001,2024-11-01,155
P0082,L001,2024-11-01,107
P0083,L001,2024-11-01,123
P0084,L001,2024-11-01,135
P0085,L001,2024-11-01,50
P0086,L001,2024-11-01,15
P0087,L001,2024-11-01,160
P0088,L001,2024-11-01,145
P0089,L001,2024-11-01,134
P0090,L001,2024-11-01,29
P0091,L001,2024-11-01,9
P0092,L001,2024-11-01,86
P0093,L001,2024-11-01,36
P0094,L001,2024-11-01,102
P0095,L001,2024-11-01,183
P0096,L001,2024-11-01,178
P0097,L001,2024-11-01,167
P0098,L001,2024-11-01,59
P0099,L001,2024-11-01,105
P0100,L001,2024-11-01,42
P0101,L001,2024-11-01,29
P0102,L001,2024-11-01,77
