data,categoria,dispositivo,visualizacoes,add_carrinho,checkout_iniciado,compra_concluida
2024-12-13,Pintura e Acabamento,mobile,259,67,35,25
2024-12-13,Pintura e Acabamento,desktop,139,28,16,9
2024-12-13,Segurança,mobile,178,34,16,5
2024-12-13,Segurança,desktop,268,50,27,9
2024-12-14,Ferramentas,mobile,221,49,22,12
2024-12-14,Ferramentas,desktop,83,20,9,5
2024-12-14,Iluminação,mobile,291,74,42,27
2024-12-14,Iluminação,desktop,219,49,23,16
2024-12-14,Utilidades Domésticas,mobile,289,74,44,36
2024-12-14,Utilidades Domésticas,desktop,97,21,10,7
2024-12-14,Jardim e Área Externa,mobile,156,31,14,8
2024-12-14,Jardim e Área Externa,desktop,89,19,8,4
2024-12-14,Organização,mobile,87,21,11,8
2024-12-14,Organização,desktop,248,46,25,18
2024-12-14,Elétrica,mobile,119,30,16,6
2024-12-14,Elétrica,desktop,248,50,23,8
2024-12-14,Hidráulica,mobile,86,16,7,2
2024-12-14,Hidráulica,desktop,146,30,15,5
2024-12-14,Pintura e Acabamento,mobile,227,46,21,12
2024-12-14,Pintura e Acabamento,desktop,174,46,22,15
2024-12-14,Segurança,mobile,171,36,19,6
2024-12-14,Segurança,desktop,88,20,10,3
2024-12-15,Ferramentas,mobile,106,24,13,8
2024-12-15,Ferramentas,desktop,85,18,9,5
2024-12-15,Iluminação,mobile,109,20,9,5
2024-12-15,Iluminação,desktop,230,51,26,16
2024-12-15,Utilidades Domésticas,mobile,140,36,19,12
2024-12-15,Utilidades Domésticas,desktop,90,18,8,5
2024-12-15,Jardim e Área Externa,mobile,176,39,18,11
2024-12-15,Jardim e Área Externa,desktop,164,43,19,11
2024-12-15,Organização,mobile,210,38,21,13
2024-12-15,Organização,desktop,161,37,19,15
2024-12-15,Elétrica,mobile,246,60,32,12
2024-12-15,Elétrica,desktop,101,22,10,3
2024-12-15,Hidráulica,mobile,252,66,34,14
2024-12-15,Hidráulica,desktop,93,21,10,3
2024-12-15,Pintura e Acabamento,mobile,104,19,10,6
2024-12-15,Pintura e Acabamento,desktop,132,31,18,12
2024-12-15,Segurança,mobile,175,39,19,5
2024-12-15,Segurança,desktop,224,48,24,7
2024-12-16,Ferramentas,mobile,289,76,38,20
2024-12-16,Ferramentas,desktop,230,45,20,13
2024-12-16,Iluminação,mobile,266,54,30,23
2024-12-16,Iluminação,desktop,289,56,29,20
2024-12-16,Utilidades Domésticas,mobile,104,19,10,8
2024-12-16,Utilidades Domésticas,desktop,289,53,24,19
2024-12-16,Jardim e Área Externa,mobile,223,55,31,21
2024-12-16,Jardim e Área Externa,desktop,217,53,28,17
2024-12-16,Organização,mobile,156,35,18,11
2024-12-16,Organização,desktop,255,49,22,18
2024-12-16,Elétrica,mobile,240,61,33,13
2024-12-16,Elétrica,desktop,114,26,13,5
2024-12-16,Hidráulica,mobile,94,18,8,3
2024-12-16,Hidráulica,desktop,82,20,11,5
2024-12-16,Pintura e Acabamento,mobile,244,65,32,19
2024-12-16,Pintura e Acabamento,desktop,275,51,24,14
2024-12-16,Segurança,mobile,215,49,24,8
2024-12-16,Segurança,desktop,294,65,32,9
2024-12-17,Ferramentas,mobile,156,42,20,11
2024-12-17,Ferramentas,desktop,105,28,12,6
2024-12-17,Iluminação,mobile,80,19,10,7
2024-12-17,Iluminação,desktop,281,57,26,17
2024-12-17,Utilidades Domésticas,mobile,153,29,14,10
2024-12-17,Utilidades Domésticas,desktop,118,24,11,7
2024-12-17,Jardim e Área Externa,mobile,166,40,18,12
2024-12-17,Jardim e Área Externa,desktop,254,46,21,13
2024-12-17,Organização,mobile,275,56,27,16
2024-12-17,Organização,desktop,83,21,12,9
2024-12-17,Elétrica,mobile,223,48,26,11
2024-12-17,Elétrica,desktop,276,72,40,16
2024-12-17,Hidráulica,mobile,93,25,11,4
2024-12-17,Hidráulica,desktop,98,25,12,4
2024-12-17,Pintura e Acabamento,mobile,137,28,13,9
2024-12-17,Pintura e Acabamento,desktop,259,48,26,15
2024-12-17,Segurança,mobile,270,57,30,8
2024-12-17,Segurança,desktop,199,47,22,7
2024-12-18,Ferramentas,mobile,240,52,29,14
2024-12-18,Ferramentas,desktop,296,68,33,21
2024-12-18,Iluminação,mobile,230,62,34,25
2024-12-18,Iluminação,desktop,211,49,28,17
2024-12-18,Utilidades Domésticas,mobile,183,45,25,19
2024-12-18,Utilidades Domésticas,desktop,160,38,19,12
2024-12-18,Jardim e Área Externa,mobile,156,39,18,12
2024-12-18,Jardim e Área Externa,desktop,196,48,24,14
2024-12-18,Organização,mobile,296,76,41,25
2024-12-18,Organização,desktop,212,52,23,17
2024-12-18,Elétrica,mobile,156,35,18,7
2024-12-18,Elétrica,desktop,81,19,11,3
2024-12-18,Hidráulica,mobile,185,41,21,9
2024-12-18,Hidráulica,desktop,176,37,21,8
2024-12-18,Pintura e Acabamento,mobile,226,44,25,14
2024-12-18,Pintura e Acabamento,desktop,233,50,24,16
2024-12-18,Segurança,mobile,273,49,24,7
2024-12-18,Segurança,desktop,203,54,27,9
2024-12-19,Ferramentas,mobile,165,32,15,9
2024-12-19,Ferramentas,desktop,140,35,19,12
2024-12-19,Iluminação,mobile,267,66,37,23
2024-12-19,Iluminação,desktop,198,50,29,19
2024-12-19,Utilidades Domésticas,mobile,128,35,17,14
2024-12-19,Utilidades Domésticas,desktop,154,36,19,15
2024-12-19,Jardim e Área Externa,mobile,201,44,23,13
2024-12-19,Jardim e Área Externa,desktop,223,59,27,19
2024-12-19,Organização,mobile,108,24,14,9
2024-12-19,Organização,desktop,116,28,15,11
2024-12-19,Elétrica,mobile,92,22,12,4
2024-12-19,Elétrica,desktop,299,61,31,12
2024-12-19,Hidráulica,mobile,115,27,16,6
2024-12-19,Hidráulica,desktop,135,36,19,9
2024-12-19,Pintura e Acabamento,mobile,200,42,22,14
2024-12-19,Pintura e Acabamento,desktop,115,21,9,5
2024-12-19,Segurança,mobile,270,63,35,12
2024-12-19,Segurança,desktop,232,45,24,6
2024-12-20,Ferramentas,mobile,190,44,25,14
2024-12-20,Ferramentas,desktop,209,53,24,16
2024-12-20,Iluminação,mobile,176,45,23,14
2024-12-20,Iluminação,desktop,172,45,24,17
2024-12-20,Utilidades Domésticas,mobile,235,44,23,15
2024-12-20,Utilidades Domésticas,desktop,169,39,17,12
2024-12-20,Jardim e Área Externa,mobile,172,31,16,9
2024-12-20,Jardim e Área Externa,desktop,271,73,36,25
2024-12-20,Organização,mobile,139,29,14,9
2024-12-20,Organização,desktop,149,32,17,11
2024-12-20,Elétrica,mobile,277,67,32,13
2024-12-20,Elétrica,desktop,104,23,13,5
2024-12-20,Hidráulica,mobile,130,35,17,7
2024-12-20,Hidráulica,desktop,153,29,14,6
2024-12-20,Pintura e Acabamento,mobile,261,47,26,19
2024-12-20,Pintura e Acabamento,desktop,285,63,29,20
2024-12-20,Segurança,mobile,224,50,26,7
2024-12-20,Segurança,desktop,208,54,29,10
2024-12-21,Ferramentas,mobile,258,62,33,19
2024-12-21,Ferramentas,desktop,111,26,12,7
2024-12-21,Iluminação,mobile,209,42,23,14
2024-12-21,Iluminação,desktop,203,55,29,19
2024-12-21,Utilidades Domésticas,mobile,107,23,12,9
2024-12-21,Utilidades Domésticas,desktop,159,40,21,17
2024-12-21,Jardim e Área Externa,mobile,221,58,30,16
2024-12-21,Jardim e Área Externa,desktop,231,51,28,18
2024-12-21,Organização,mobile,102,26,12,9
2024-12-21,Organização,desktop,284,67,38,30
2024-12-21,Elétrica,mobile,176,33,18,7
2024-12-21,Elétrica,desktop,273,68,40,17
2024-12-21,Hidráulica,mobile,244,56,29,10
2024-12-21,Hidráulica,desktop,249,57,29,11
2024-12-21,Pintura e Acabamento,mobile,293,69,40,25
2024-12-21,Pintura e Acabamento,desktop,263,52,29,17
2024-12-21,Segurança,mobile,86,20,11,3
2024-12-21,Segurança,desktop,187,47,26,8
2024-12-22,Ferramentas,mobile,195,43,22,13
2024-12-22,Ferramentas,desktop,210,54,32,17
2024-12-22,Iluminação,mobile,219,44,19,13
2024-12-22,Iluminação,desktop,153,31,15,11
2024-12-22,Utilidades Domésticas,mobile,90,22,12,7
2024-12-22,Utilidades Domésticas,desktop,100,27,15,10
2024-12-22,Jardim e Área Externa,mobile,293,77,36,21
2024-12-22,Jardim e Área Externa,desktop,119,32,16,9
2024-12-22,Organização,mobile,259,50,28,21
2024-12-22,Organização,desktop,260,70,34,21
2024-12-22,Elétrica,mobile,83,21,11,4
2024-12-22,Elétrica,desktop,248,68,38,16
2024-12-22,Hidráulica,mobile,245,64,29,11
2024-12-22,Hidráulica,desktop,160,32,15,7
2024-12-22,Pintura e Acabamento,mobile,123,27,12,8
2024-12-22,Pintura e Acabamento,desktop,223,42,21,14
2024-12-22,Segurança,mobile,192,43,23,7
2024-12-22,Segurança,desktop,180,46,20,7
2024-12-23,Ferramentas,mobile,227,44,25,13
2024-12-23,Ferramentas,desktop,264,53,26,13
2024-12-23,Iluminação,mobile,189,42,24,16
2024-12-23,Iluminação,desktop,140,25,12,9
2024-12-23,Utilidades Domésticas,mobile,241,64,37,29
2024-12-23,Utilidades Domésticas,desktop,253,68,31,24
2024-12-23,Jardim e Área Externa,mobile,182,47,22,14
2024-12-23,Jardim e Área Externa,desktop,273,56,30,17
2024-12-23,Organização,mobile,106,29,14,11
2024-12-23,Organização,desktop,238,47,24,16
2024-12-23,Elétrica,mobile,123,25,13,4
2024-12-23,Elétrica,desktop,265,72,42,17
2024-12-23,Hidráulica,mobile,107,19,9,3
2024-12-23,Hidráulica,desktop,298,76,35,17
2024-12-23,Pintura e Acabamento,mobile,245,49,23,14
2024-12-23,Pintura e Acabamento,desktop,155,31,18,13
2024-12-23,Segurança,mobile,198,53,30,9
2024-12-23,Segurança,desktop,89,19,9,2
2024-12-24,Ferramentas,mobile,218,54,24,16
2024-12-24,Ferramentas,desktop,194,43,25,16
2024-12-24,Iluminação,mobile,227,51,23,14
2024-12-24,Iluminação,desktop,242,62,34,20
2024-12-24,Utilidades Domésticas,mobile,240,44,25,21
2024-12-24,Utilidades Domésticas,desktop,127,31,14,12
2024-12-24,Jardim e Área Externa,mobile,232,59,33,19
2024-12-24,Jardim e Área Externa,desktop,188,43,22,14
2024-12-24,Organização,mobile,218,51,24,17
2024-12-24,Organização,desktop,102,27,14,8
2024-12-24,Elétrica,mobile,254,48,23,9
2024-12-24,Elétrica,desktop,160,29,16,5
2024-12-24,Hidráulica,mobile,281,60,33,15
2024-12-24,Hidráulica,desktop,152,34,17,8
2024-12-24,Pintura e Acabamento,mobile,276,61,31,22
2024-12-24,Pintura e Acabamento,desktop,190,43,19,12
2024-12-24,Segurança,mobile,143,32,17,5
2024-12-24,Segurança,desktop,251,45,21,7
2024-12-25,Ferramentas,mobile,140,25,12,8
2024-12-25,Ferramentas,desktop,213,56,33,17
2024-12-25,Iluminação,mobile,123,32,15,9
2024-12-25,Iluminação,desktop,286,74,35,21
2024-12-25,Utilidades Domésticas,mobile,272,62,30,22
2024-12-25,Utilidades Domésticas,desktop,273,65,31,24
2024-12-25,Jardim e Área Externa,mobile,144,32,15,8
2024-12-25,Jardim e Área Externa,desktop,119,27,13,7
2024-12-25,Organização,mobile,110,25,12,8
2024-12-25,Organização,desktop,109,30,15,10
2024-12-25,Elétrica,mobile,234,46,25,9
2024-12-25,Elétrica,desktop,174,39,22,8
2024-12-25,Hidráulica,mobile,226,49,23,9
2024-12-25,Hidráulica,desktop,270,65,37,14
2024-12-25,Pintura e Acabamento,mobile,106,29,14,9
2024-12-25,Pintura e Acabamento,desktop,94,17,7,4
2024-12-25,Segurança,mobile,134,36,21,6
2024-12-25,Segurança,desktop,245,57,30,9
2024-12-26,Ferramentas,mobile,142,32,18,10
2024-12-26,Ferramentas,desktop,235,51,23,13
2024-12-26,Iluminação,mobile,141,27,13,8
2024-12-26,Iluminação,desktop,101,22,11,6
2024-12-26,Utilidades Domésticas,mobile,119,25,14,9
2024-12-26,Utilidades Domésticas,desktop,110,23,11,8
2024-12-26,Jardim e Área Externa,mobile,295,70,34,19
2024-12-26,Jardim e Área Externa,desktop,284,56,30,18
2024-12-26,Organização,mobile,151,40,19,13
2024-12-26,Organização,desktop,223,57,32,25
2024-12-26,Elétrica,mobile,251,56,28,11
2024-12-26,Elétrica,desktop,272,54,29,10
2024-12-26,Hidráulica,mobile,208,53,28,12
2024-12-26,Hidráulica,desktop,143,27,12,5
2024-12-26,Pintura e Acabamento,mobile,260,52,27,20
2024-12-26,Pintura e Acabamento,desktop,139,26,11,6
2024-12-26,Segurança,mobile,282,62,33,10
2024-12-26,Segurança,desktop,95,21,10,3
2024-12-27,Ferramentas,mobile,190,49,26,16
2024-12-27,Ferramentas,desktop,127,29,15,9
2024-12-27,Iluminação,mobile,96,26,14,8
2024-12-27,Iluminação,desktop,293,73,41,26
2024-12-27,Utilidades Domésticas,mobile,122,28,15,10
2024-12-27,Utilidades Domésticas,desktop,206,40,19,12
2024-12-27,Jardim e Área Externa,mobile,122,23,10,5
2024-12-27,Jardim e Área Externa,desktop,169,41,24,16
2024-12-27,Organização,mobile,86,20,10,6
2024-12-27,Organização,desktop,244,63,32,20
2024-12-27,Elétrica,mobile,111,30,16,6
2024-12-27,Elétrica,desktop,241,47,22,7
2024-12-27,Hidráulica,mobile,92,21,12,5
2024-12-27,Hidráulica,desktop,281,52,29,13
2024-12-27,Pintura e Acabamento,mobile,176,47,24,16
2024-12-27,Pintura e Acabamento,desktop,271,54,27,15
2024-12-27,Segurança,mobile,293,57,26,7
2024-12-27,Segurança,desktop,201,49,27,8
2024-12-28,Ferramentas,mobile,190,36,19,10
2024-12-28,Ferramentas,desktop,167,33,17,10
2024-12-28,Iluminação,mobile,105,21,12,8
2024-12-28,Iluminação,desktop,88,20,11,7
2024-12-28,Utilidades Domésticas,mobile,252,55,25,20
2024-12-28,Utilidades Domésticas,desktop,147,40,21,17
2024-12-28,Jardim e Área Externa,mobile,150,39,19,12
2024-12-28,Jardim e Área Externa,desktop,277,57,33,18
2024-12-28,Organização,mobile,192,35,20,15
2024-12-28,Organização,desktop,241,47,23,18
2024-12-28,Elétrica,mobile,229,53,28,11
2024-12-28,Elétrica,desktop,114,27,13,5
2024-12-28,Hidráulica,mobile,137,26,12,4
2024-12-28,Hidráulica,desktop,197,54,31,13
2024-12-28,Pintura e Acabamento,mobile,121,24,12,7
2024-12-28,Pintura e Acabamento,desktop,146,33,16,10
2024-12-28,Segurança,mobile,154,38,18,6
2024-12-28,Segurança,desktop,142,32,16,5
2024-12-29,Ferramentas,mobile,209,52,23,15
2024-12-29,Ferramentas,desktop,152,38,22,12
2024-12-29,Iluminação,mobile,226,45,21,12
2024-12-29,Iluminação,desktop,135,31,15,10
2024-12-29,Utilidades Domésticas,mobile,235,56,25,20
2024-12-29,Utilidades Domésticas,desktop,272,75,37,30
2024-12-29,Jardim e Área Externa,mobile,286,67,33,23
2024-12-29,Jardim e Área Externa,desktop,249,59,32,17
2024-12-29,Organização,mobile,187,47,23,16
2024-12-29,Organização,desktop,145,26,14,10
2024-12-29,Elétrica,mobile,143,29,14,5
2024-12-29,Elétrica,desktop,101,24,11,3
2024-12-29,Hidráulica,mobile,116,24,13,5
2024-12-29,Hidráulica,desktop,185,50,28,13
2024-12-29,Pintura e Acabamento,mobile,294,53,29,20
2024-12-29,Pintura e Acabamento,desktop,165,38,22,16
2024-12-29,Segurança,mobile,221,46,26,8
2024-12-29,Segurança,desktop,91,16,7,2
2024-12-30,Ferramentas,mobile,156,30,15,9
2024-12-30,Ferramentas,desktop,201,37,20,12
2024-12-30,Iluminação,mobile,110,24,12,7
2024-12-30,Iluminação,desktop,281,52,30,18
2024-12-30,Utilidades Domésticas,mobile,130,36,19,13
2024-12-30,Utilidades Domésticas,desktop,104,20,10,6
2024-12-30,Jardim e Área Externa,mobile,113,24,12,8
2024-12-30,Jardim e Área Externa,desktop,177,41,19,11
2024-12-30,Organização,mobile,260,53,25,19
2024-12-30,Organização,desktop,82,18,8,5
2024-12-30,Elétrica,mobile,283,53,25,10
2024-12-30,Elétrica,desktop,113,27,12,4
2024-12-30,Hidráulica,mobile,223,51,27,10
2024-12-30,Hidráulica,desktop,152,34,17,6
2024-12-30,Pintura e Acabamento,mobile,96,20,10,7
2024-12-30,Pintura e Acabamento,desktop,104,18,10,7
2024-12-30,Segurança,mobile,151,41,22,7
2024-12-30,Segurança,desktop,285,69,37,12
2024-12-31,Ferramentas,mobile,189,48,23,13
2024-12-31,Ferramentas,desktop,116,24,12,8
2024-12-31,Iluminação,mobile,127,25,14,10
2024-12-31,Iluminação,desktop,118,30,14,9
2024-12-31,Utilidades Domésticas,mobile,265,63,34,21
2024-12-31,Utilidades Domésticas,desktop,88,17,8,6
2024-12-31,Jardim e Área Externa,mobile,223,55,26,15
2024-12-31,Jardim e Área Externa,desktop,161,31,18,9
2024-12-31,Organização,mobile,80,17,8,5
2024-12-31,Organização,desktop,112,20,9,6
2024-12-31,Elétrica,mobile,175,41,21,7
2024-12-31,Elétrica,desktop,251,59,33,12
2024-12-31,Hidráulica,mobile,101,19,9,3
2024-12-31,Hidráulica,desktop,184,37,20,8
2024-12-31,Pintura e Acabamento,mobile,289,74,36,25
2024-12-31,Pintura e Acabamento,desktop,240,49,26,19
2024-12-31,Segurança,mobile,291,59,31,9
2024-12-31,Segurança,desktop,125,29,15,4
2025-01-01,Ferramentas,mobile,207,56,29,19
2025-01-01,Ferramentas,desktop,184,48,22,14
2025-01-01,Iluminação,mobile,141,26,15,11
2025-01-01,Iluminação,desktop,228,47,24,14
2025-01-01,Utilidades Domésticas,mobile,123,27,14,9
2025-01-01,Utilidades Domésticas,desktop,228,48,22,17
2025-01-01,Jardim e Área Externa,mobile,233,62,30,20
2025-01-01,Jardim e Área Externa,desktop,229,60,32,20
2025-01-01,Organização,mobile,221,48,23,18
2025-01-01,Organização,desktop,84,16,9,6
2025-01-01,Elétrica,mobile,174,37,17,7
2025-01-01,Elétrica,desktop,202,55,28,10
2025-01-01,Hidráulica,mobile,254,61,28,13
2025-01-01,Hidráulica,desktop,138,33,15,6
2025-01-01,Pintura e Acabamento,mobile,85,19,8,4
2025-01-01,Pintura e Acabamento,desktop,227,42,22,13
2025-01-01,Segurança,mobile,265,70,40,11
2025-01-01,Segurança,desktop,272,65,36,12
2025-01-02,Ferramentas,mobile,125,25,12,6
2025-01-02,Ferramentas,desktop,296,74,38,20
2025-01-02,Iluminação,mobile,221,53,25,16
2025-01-02,Iluminação,desktop,240,44,23,16
2025-01-02,Utilidades Domésticas,mobile,145,29,16,13
2025-01-02,Utilidades Domésticas,desktop,184,44,26,21
2025-01-02,Jardim e Área Externa,mobile,196,36,17,12
2025-01-02,Jardim e Área Externa,desktop,149,33,17,9
2025-01-02,Organização,mobile,268,70,35,27
2025-01-02,Organização,desktop,177,39,17,11
2025-01-02,Elétrica,mobile,279,76,36,14
2025-01-02,Elétrica,desktop,89,16,8,2
2025-01-02,Hidráulica,mobile,230,61,32,15
2025-01-02,Hidráulica,desktop,111,29,15,5
2025-01-02,Pintura e Acabamento,mobile,95,18,8,4
2025-01-02,Pintura e Acabamento,desktop,280,75,35,26
2025-01-02,Segurança,mobile,278,61,28,10
2025-01-02,Segurança,desktop,84,19,10,3
2025-01-03,Ferramentas,mobile,148,40,23,13
2025-01-03,Ferramentas,desktop,157,36,16,9
2025-01-03,Iluminação,mobile,99,17,8,5
2025-01-03,Iluminação,desktop,112,24,13,9
2025-01-03,Utilidades Domésticas,mobile,289,70,40,27
2025-01-03,Utilidades Domésticas,desktop,96,22,11,9
2025-01-03,Jardim e Área Externa,mobile,87,20,11,7
2025-01-03,Jardim e Área Externa,desktop,152,31,15,10
2025-01-03,Organização,mobile,271,64,30,22
2025-01-03,Organização,desktop,263,50,24,15
2025-01-03,Elétrica,mobile,265,72,36,15
2025-01-03,Elétrica,desktop,268,67,32,13
2025-01-03,Hidráulica,mobile,271,72,41,16
2025-01-03,Hidráulica,desktop,201,48,28,13
2025-01-03,Pintura e Acabamento,mobile,161,35,19,12
2025-01-03,Pintura e Acabamento,desktop,273,68,31,18
2025-01-03,Segurança,mobile,222,55,30,9
2025-01-03,Segurança,desktop,145,37,20,6
2025-01-04,Ferramentas,mobile,161,29,16,10
2025-01-04,Ferramentas,desktop,148,30,14,8
2025-01-04,Iluminação,mobile,196,52,30,22
2025-01-04,Iluminação,desktop,253,45,23,15
2025-01-04,Utilidades Domésticas,mobile,151,34,18,11
2025-01-04,Utilidades Domésticas,desktop,218,43,23,16
2025-01-04,Jardim e Área Externa,mobile,123,31,14,9
2025-01-04,Jardim e Área Externa,desktop,201,41,19,11
2025-01-04,Organização,mobile,196,39,22,16
2025-01-04,Organização,desktop,149,31,15,10
2025-01-04,Elétrica,mobile,204,37,18,6
2025-01-04,Elétrica,desktop,162,38,18,7
2025-01-04,Hidráulica,mobile,299,71,42,16
2025-01-04,Hidráulica,desktop,128,27,13,5
2025-01-04,Pintura e Acabamento,mobile,119,26,12,9
2025-01-04,Pintura e Acabamento,desktop,139,32,18,12
2025-01-04,Segurança,mobile,260,71,32,11
2025-01-04,Segurança,desktop,86,21,9,3
2025-01-05,Ferramentas,mobile,250,47,25,12
2025-01-05,Ferramentas,desktop,135,33,14,8
2025-01-05,Iluminação,mobile,177,47,27,20
2025-01-05,Iluminação,desktop,252,52,26,17
2025-01-05,Utilidades Domésticas,mobile,153,31,15,11
2025-01-05,Utilidades Domésticas,desktop,274,60,34,21
2025-01-05,Jardim e Área Externa,mobile,170,40,20,11
2025-01-05,Jardim e Área Externa,desktop,114,25,12,8
2025-01-05,Organização,mobile,155,43,23,18
2025-01-05,Organização,desktop,232,54,29,19
2025-01-05,Elétrica,mobile,276,64,36,13
2025-01-05,Elétrica,desktop,108,27,15,5
2025-01-05,Hidráulica,mobile,176,39,18,7
2025-01-05,Hidráulica,desktop,185,49,22,10
2025-01-05,Pintura e Acabamento,mobile,191,42,21,16
2025-01-05,Pintura e Acabamento,desktop,155,30,14,8
2025-01-05,Segurança,mobile,289,61,32,11
2025-01-05,Segurança,desktop,227,43,24,8
2025-01-06,Ferramentas,mobile,255,60,33,18
2025-01-06,Ferramentas,desktop,133,28,14,7
2025-01-06,Iluminação,mobile,127,26,11,6
2025-01-06,Iluminação,desktop,267,72,37,29
2025-01-06,Utilidades Domésticas,mobile,173,41,21,15
2025-01-06,Utilidades Domésticas,desktop,93,18,8,6
2025-01-06,Jardim e Área Externa,mobile,285,78,45,28
2025-01-06,Jardim e Área Externa,desktop,155,35,19,13
2025-01-06,Organização,mobile,175,42,22,14
2025-01-06,Organização,desktop,206,42,19,11
2025-01-06,Elétrica,mobile,230,49,24,9
2025-01-06,Elétrica,desktop,191,42,21,7
2025-01-06,Hidráulica,mobile,142,26,15,6
2025-01-06,Hidráulica,desktop,113,28,14,5
2025-01-06,Pintura e Acabamento,mobile,223,58,31,21
2025-01-06,Pintura e Acabamento,desktop,271,66,32,21
2025-01-06,Segurança,mobile,253,62,36,10
2025-01-06,Segurança,desktop,289,56,27,8
2025-01-07,Ferramentas,mobile,223,43,20,10
2025-01-07,Ferramentas,desktop,282,53,26,16
2025-01-07,Iluminação,mobile,277,59,28,16
2025-01-07,Iluminação,desktop,164,34,18,12
2025-01-07,Utilidades Domésticas,mobile,224,55,28,22
2025-01-07,Utilidades Domésticas,desktop,226,50,29,20
2025-01-07,Jardim e Área Externa,mobile,97,19,9,5
2025-01-07,Jardim e Área Externa,desktop,134,30,17,12
2025-01-07,Organização,mobile,298,72,40,24
2025-01-07,Organização,desktop,159,39,19,15
2025-01-07,Elétrica,mobile,292,72,35,14
2025-01-07,Elétrica,desktop,173,32,18,5
2025-01-07,Hidráulica,mobile,282,68,38,17
2025-01-07,Hidráulica,desktop,251,46,22,9
2025-01-07,Pintura e Acabamento,mobile,175,40,21,12
2025-01-07,Pintura e Acabamento,desktop,118,25,12,7
2025-01-07,Segurança,mobile,273,67,37,13
2025-01-07,Segurança,desktop,122,33,19,6
2025-01-08,Ferramentas,mobile,132,25,11,6
2025-01-08,Ferramentas,desktop,141,35,17,11
2025-01-08,Iluminação,mobile,230,51,30,17
2025-01-08,Iluminação,desktop,110,25,13,9
2025-01-08,Utilidades Domésticas,mobile,215,54,27,20
2025-01-08,Utilidades Domésticas,desktop,215,42,23,15
2025-01-08,Jardim e Área Externa,mobile,247,57,30,19
2025-01-08,Jardim e Área Externa,desktop,219,39,17,10
2025-01-08,Organização,mobile,176,39,19,13
2025-01-08,Organização,desktop,232,48,28,22
2025-01-08,Elétrica,mobile,137,34,16,6
2025-01-08,Elétrica,desktop,129,34,16,5
2025-01-08,Hidráulica,mobile,212,52,27,12
2025-01-08,Hidráulica,desktop,89,21,12,4
2025-01-08,Pintura e Acabamento,mobile,117,32,16,11
2025-01-08,Pintura e Acabamento,desktop,193,40,22,15
2025-01-08,Segurança,mobile,238,48,21,7
2025-01-08,Segurança,desktop,102,24,11,3
2025-01-09,Ferramentas,mobile,216,48,28,17
2025-01-09,Ferramentas,desktop,111,21,12,6
2025-01-09,Iluminação,mobile,203,40,21,14
2025-01-09,Iluminação,desktop,274,73,41,32
2025-01-09,Utilidades Domésticas,mobile,166,34,15,10
2025-01-09,Utilidades Domésticas,desktop,211,55,30,23
2025-01-09,Jardim e Área Externa,mobile,256,58,32,18
2025-01-09,Jardim e Área Externa,desktop,268,50,23,12
2025-01-09,Organização,mobile,284,68,40,24
2025-01-09,Organização,desktop,144,31,15,10
2025-01-09,Elétrica,mobile,249,49,26,9
2025-01-09,Elétrica,desktop,149,27,14,6
2025-01-09,Hidráulica,mobile,194,47,24,8
2025-01-09,Hidráulica,desktop,145,32,18,8
2025-01-09,Pintura e Acabamento,mobile,266,52,30,20
2025-01-09,Pintura e Acabamento,desktop,136,35,19,13
2025-01-09,Segurança,mobile,206,47,22,6
2025-01-09,Segurança,desktop,168,40,23,7
2025-01-10,Ferramentas,mobile,290,62,35,23
2025-01-10,Ferramentas,desktop,295,62,29,19
2025-01-10,Iluminação,mobile,162,37,17,12
2025-01-10,Iluminação,desktop,225,47,25,19
2025-01-10,Utilidades Domésticas,mobile,188,37,21,18
2025-01-10,Utilidades Domésticas,desktop,136,30,17,12
2025-01-10,Jardim e Área Externa,mobile,122,31,15,10
2025-01-10,Jardim e Área Externa,desktop,260,70,32,23
2025-01-10,Organização,mobile,229,45,24,17
2025-01-10,Organização,desktop,160,34,15,12
2025-01-10,Elétrica,mobile,217,44,24,8
2025-01-10,Elétrica,desktop,291,81,39,12
2025-01-10,Hidráulica,mobile,211,52,30,12
2025-01-10,Hidráulica,desktop,216,50,29,11
2025-01-10,Pintura e Acabamento,mobile,257,52,26,16
2025-01-10,Pintura e Acabamento,desktop,182,46,21,14
2025-01-10,Segurança,mobile,259,57,30,9
2025-01-10,Segurança,desktop,173,36,21,7
2025-01-11,Ferramentas,mobile,164,43,20,12
2025-01-11,Ferramentas,desktop,227,62,32,21
2025-01-11,Iluminação,mobile,86,19,10,6
2025-01-11,Iluminação,desktop,275,50,29,17
2025-01-11,Utilidades Domésticas,mobile,252,56,31,20
2025-01-11,Utilidades Domésticas,desktop,172,38,17,13
2025-01-11,Jardim e Área Externa,mobile,228,52,25,17
2025-01-11,Jardim e Área Externa,desktop,237,43,22,16
2025-01-11,Organização,mobile,259,54,32,23
2025-01-11,Organização,desktop,203,48,23,15
2025-01-11,Elétrica,mobile,137,35,18,7
2025-01-11,Elétrica,desktop,244,66,35,13
2025-01-11,Hidráulica,mobile,222,52,25,11
2025-01-11,Hidráulica,desktop,89,16,9,4
2025-01-11,Pintura e Acabamento,mobile,94,19,9,5
2025-01-11,Pintura e Acabamento,desktop,162,40,21,16
2025-01-11,Segurança,mobile,229,57,28,8
