item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto,valor_total_item
40392,22529,150,4,773.61,0.0,3094.44
40393,22530,93,1,1316.5,0.0,1316.5
40394,22530,132,1,890.84,0.0,890.84
40395,22530,49,4,68.3,0.0,273.2
40396,22531,138,4,306.8,0.0,1227.2
40397,22532,106,4,1391.99,0.0,5567.96
40398,22532,149,1,1431.38,0.0,1431.38
40399,22532,50,3,613.84,0.02,1841.5
40400,22533,61,4,1479.33,0.0,5917.32
40401,22534,124,2,2312.73,0.11,4625.35
40402,22534,127,1,968.7,0.05,968.6500000000001
40403,22535,108,4,1592.91,0.02,6371.62
40404,22535,77,2,2423.11,0.0,4846.22
40405,22536,36,3,1984.36,0.1,5952.98
40406,22536,104,2,762.46,0.0,1524.92
40407,22536,45,4,760.14,0.0,3040.56
40408,22537,139,3,651.71,0.06,1955.0700000000002
40409,22538,149,2,1431.38,0.0,2862.76
40410,22538,9,1,1751.39,0.0,1751.39
40411,22538,37,2,974.22,0.0,1948.44
40412,22539,70,4,1640.57,0.01,6562.2699999999995
40413,22539,34,1,1283.63,0.0,1283.63
40414,22539,130,1,572.85,0.0,572.85
40415,22540,114,3,43.98,0.0,131.94
40416,22540,98,4,2490.32,0.05,9961.230000000001
40417,22540,94,4,1680.92,0.0,6723.68
40418,22541,40,1,1882.18,0.0,1882.18
40419,22541,127,1,968.7,0.0,968.7
40420,22542,84,4,755.84,0.0,3023.36
40421,22542,14,4,215.42,0.0,861.68
40422,22543,66,3,1449.0,0.1,4346.9
40423,22543,19,3,709.37,0.02,2128.09
40424,22543,49,1,68.3,0.0,68.3
40425,22544,74,2,639.52,0.14,1278.8999999999999
40426,22544,117,3,123.74,0.0,371.21999999999997
40427,22545,106,4,1391.99,0.06,5567.9
40428,22545,92,2,223.32,0.0,446.64
40429,22546,65,1,348.13,0.08,348.05
40430,22546,125,1,2009.54,0.0,2009.54
40431,22547,104,3,762.46,0.02,2287.36
40432,22547,40,3,1882.18,0.0,5646.54
40433,22547,133,4,2453.25,0.0,9813.0
40434,22548,105,3,675.88,0.0,2027.6399999999999
40435,22548,88,2,2402.73,0.0,4805.46
40436,22549,106,3,1391.99,0.0,4175.97
40437,22549,77,1,2423.11,0.0,2423.11
40438,22549,94,1,1680.92,0.0,1680.92
40439,22550,134,2,306.05,0.06,612.0400000000001
40440,22551,55,4,2183.63,0.0,8734.52
40441,22551,56,2,2323.71,0.0,4647.42
40442,22551,70,1,1640.57,0.0,1640.57
40443,22552,35,2,2155.54,0.0,4311.08
40444,22553,24,2,689.47,0.0,1378.94
40445,22553,20,2,423.38,0.0,846.76
40446,22553,84,3,755.84,0.0,2267.52
40447,22554,103,2,1331.77,0.0,2663.54
40448,22554,6,3,513.12,0.0,1539.3600000000001
40449,22555,50,1,613.84,0.0,613.84
40450,22556,94,3,1680.92,0.0,5042.76
40451,22556,41,1,296.65,0.0,296.65
40452,22557,58,1,1631.7,0.07,1631.63
40453,22558,127,3,968.7,0.03,2906.07
40454,22558,146,1,1017.95,0.12,1017.83
40455,22559,126,1,681.68,0.0,681.68
40456,22559,96,2,1153.92,0.0,2307.84
40457,22560,70,3,1640.57,0.0,4921.71
40458,22561,58,2,1631.7,0.08,3263.32
40459,22561,121,3,1878.7,0.0,5636.1
40460,22562,106,4,1391.99,0.0,5567.96
40461,22562,106,3,1391.99,0.0,4175.97
40462,22563,19,2,709.37,0.0,1418.74
40463,22564,37,2,974.22,0.0,1948.44
40464,22565,103,4,1331.77,0.0,5327.08
40465,22565,133,2,2453.25,0.0,4906.5
40466,22566,106,2,1391.99,0.0,2783.98
40467,22566,76,1,145.46,0.0,145.46
40468,22566,149,2,1431.38,0.0,2862.76
40469,22567,100,1,2204.54,0.0,2204.54
40470,22567,102,2,1764.78,0.0,3529.56
40471,22568,92,4,223.32,0.0,893.28
40472,22568,147,3,495.76,0.07,1487.21
40473,22569,85,4,1844.63,0.04,7378.4800000000005
40474,22570,145,1,1277.66,0.0,1277.66
40475,22571,102,4,1764.78,0.1,7059.0199999999995
40476,22572,107,2,542.36,0.0,1084.72
40477,22573,62,3,1585.14,0.02,4755.4
40478,22574,79,3,2164.33,0.0,6492.99
40479,22575,131,3,834.09,0.0,2502.27
40480,22576,79,1,2164.33,0.04,2164.29
40481,22576,28,3,2193.39,0.0,6580.17
40482,22577,125,4,2009.54,0.0,8038.16
40483,22577,69,3,1178.22,0.0,3534.66
40484,22577,97,4,43.1,0.0,172.4
40485,22578,118,2,2249.33,0.0,4498.66
40486,22578,139,1,651.71,0.0,651.71
40487,22578,28,4,2193.39,0.15,8773.41
40488,22579,89,2,189.93,0.03,379.83000000000004
40489,22579,115,4,2261.74,0.0,9046.96
40490,22580,81,4,2317.76,0.0,9271.04
40491,22580,2,3,573.56,0.0,1720.6799999999998
40492,22580,38,4,1332.2,0.0,5328.8
40493,22581,83,3,1661.44,0.04,4984.28
40494,22582,40,4,1882.18,0.11,7528.610000000001
40495,22582,76,2,145.46,0.0,290.92
40496,22582,65,1,348.13,0.0,348.13
40497,22583,11,3,250.01,0.0,750.03
40498,22583,42,2,28.05,0.09,56.01
40499,22584,17,3,585.19,0.0,1755.5700000000002
40500,22585,145,3,1277.66,0.0,3832.9800000000005
40501,22585,96,3,1153.92,0.13,3461.63
40502,22586,105,4,675.88,0.0,2703.52
40503,22586,59,2,1139.69,0.1,2279.28
40504,22587,117,3,123.74,0.0,371.21999999999997
40505,22587,1,4,296.1,0.0,1184.4
40506,22588,103,1,1331.77,0.0,1331.77
40507,22589,93,4,1316.5,0.0,5266.0
40508,22589,14,1,215.42,0.15,215.26999999999998
40509,22589,90,4,1021.36,0.03,4085.41
40510,22590,112,1,1600.04,0.03,1600.01
40511,22590,68,2,1654.28,0.0,3308.56
40512,22591,97,4,43.1,0.0,172.4
40513,22591,113,4,1115.75,0.0,4463.0
40514,22592,112,3,1600.04,0.07,4800.05
40515,22593,2,4,573.56,0.0,2294.24
40516,22593,29,2,1258.09,0.0,2516.18
40517,22594,101,1,726.77,0.0,726.77
40518,22595,86,1,161.77,0.04,161.73000000000002
40519,22595,107,4,542.36,0.0,2169.44
40520,22596,80,4,959.85,0.05,3839.35
40521,22597,135,3,1459.86,0.0,4379.58
40522,22597,105,1,675.88,0.06,675.82
40523,22597,99,1,1274.59,0.03,1274.56
40524,22598,67,2,2022.59,0.0,4045.18
40525,22598,47,4,1357.66,0.05,5430.59
40526,22599,112,4,1600.04,0.0,6400.16
40527,22600,69,1,1178.22,0.0,1178.22
40528,22601,29,2,1258.09,0.12,2516.06
40529,22601,135,3,1459.86,0.0,4379.58
40530,22601,131,4,834.09,0.0,3336.36
40531,22602,61,2,1479.33,0.0,2958.66
40532,22602,20,3,423.38,0.0,1270.1399999999999
40533,22603,30,3,1157.95,0.14,3473.7100000000005
40534,22603,102,4,1764.78,0.0,7059.12
40535,22604,137,3,1970.34,0.01,5911.009999999999
40536,22605,98,3,2490.32,0.0,7470.960000000001
40537,22605,29,4,1258.09,0.0,5032.36
40538,22605,149,4,1431.38,0.0,5725.52
40539,22606,3,4,1856.86,0.0,7427.44
40540,22607,104,3,762.46,0.0,2287.38
40541,22608,2,4,573.56,0.0,2294.24
40542,22609,147,2,495.76,0.0,991.52
40543,22609,106,4,1391.99,0.0,5567.96
40544,22609,104,1,762.46,0.15,762.3100000000001
40545,22610,37,3,974.22,0.0,2922.66
40546,22610,101,2,726.77,0.0,1453.54
40547,22611,36,4,1984.36,0.0,7937.44
40548,22611,3,4,1856.86,0.0,7427.44
40549,22612,135,2,1459.86,0.0,2919.72
40550,22612,43,1,673.2,0.02,673.1800000000001
40551,22612,37,3,974.22,0.0,2922.66
40552,22613,122,2,2164.22,0.0,4328.44
40553,22613,75,3,2023.9,0.0,6071.700000000001
40554,22614,38,4,1332.2,0.02,5328.78
40555,22614,4,1,1066.37,0.0,1066.37
40556,22615,6,3,513.12,0.0,1539.3600000000001
40557,22615,22,1,197.08,0.0,197.08
40558,22615,143,3,2303.51,0.0,6910.530000000001
40559,22616,18,4,2141.19,0.0,8564.76
40560,22616,20,3,423.38,0.0,1270.1399999999999
40561,22616,135,3,1459.86,0.0,4379.58
40562,22617,34,1,1283.63,0.0,1283.63
40563,22617,133,1,2453.25,0.0,2453.25
40564,22618,100,1,2204.54,0.0,2204.54
40565,22618,108,2,1592.91,0.06,3185.76
40566,22618,20,4,423.38,0.07,1693.45
40567,22619,3,1,1856.86,0.13,1856.7299999999998
40568,22619,63,4,2151.9,0.01,8607.59
40569,22620,80,3,959.85,0.0,2879.55
40570,22620,124,1,2312.73,0.0,2312.73
40571,22621,98,2,2490.32,0.13,4980.51
40572,22622,138,2,306.8,0.0,613.6
40573,22622,40,1,1882.18,0.06,1882.1200000000001
40574,22623,22,2,197.08,0.0,394.16
40575,22623,138,4,306.8,0.0,1227.2
40576,22624,74,4,639.52,0.13,2557.95
40577,22625,62,3,1585.14,0.0,4755.42
40578,22626,127,4,968.7,0.12,3874.6800000000003
40579,22627,95,2,1001.55,0.0,2003.1
40580,22627,117,1,123.74,0.0,123.74
40581,22628,124,1,2312.73,0.0,2312.73
40582,22628,28,1,2193.39,0.0,2193.39
40583,22629,74,3,639.52,0.0,1918.56
40584,22629,108,2,1592.91,0.04,3185.78
40585,22630,95,2,1001.55,0.0,2003.1
40586,22630,123,2,2205.91,0.09,4411.73
40587,22630,29,3,1258.09,0.0,3774.2699999999995
40588,22631,45,1,760.14,0.0,760.14
40589,22631,45,2,760.14,0.0,1520.28
40590,22632,53,2,1919.27,0.1,3838.44
40591,22632,44,3,1279.05,0.0,3837.1499999999996
40592,22632,118,2,2249.33,0.0,4498.66
40593,22633,34,2,1283.63,0.0,2567.26
40594,22634,67,4,2022.59,0.06,8090.299999999999
40595,22635,104,3,762.46,0.08,2287.3
40596,22635,68,1,1654.28,0.0,1654.28
40597,22636,87,1,2300.08,0.0,2300.08
40598,22636,51,3,2368.43,0.0,7105.289999999999
40599,22637,91,2,630.61,0.0,1261.22
40600,22637,125,1,2009.54,0.1,2009.44
40601,22638,68,1,1654.28,0.03,1654.25
40602,22638,70,3,1640.57,0.0,4921.71
40603,22639,15,4,1553.93,0.0,6215.72
40604,22639,71,2,1018.5,0.0,2037.0
40605,22639,118,3,2249.33,0.06,6747.929999999999
40606,22640,86,3,161.77,0.0,485.31000000000006
40607,22641,53,1,1919.27,0.0,1919.27
40608,22641,105,3,675.88,0.04,2027.6
40609,22641,7,2,1060.41,0.0,2120.82
40610,22642,4,3,1066.37,0.09,3199.0199999999995
40611,22642,42,2,28.05,0.0,56.1
40612,22643,102,3,1764.78,0.0,5294.34
40613,22643,136,1,288.84,0.0,288.84
40614,22643,68,3,1654.28,0.0,4962.84
40615,22644,46,3,513.3,0.0,1539.8999999999999
40616,22645,128,2,571.64,0.0,1143.28
40617,22645,52,1,2043.74,0.0,2043.74
40618,22646,120,4,2212.65,0.03,8850.57
40619,22647,114,1,43.98,0.0,43.98
40620,22647,17,2,585.19,0.0,1170.38
40621,22648,13,3,1159.37,0.0,3478.1099999999997
40622,22648,7,1,1060.41,0.0,1060.41
40623,22648,119,3,1673.99,0.0,5021.97
40624,22649,133,3,2453.25,0.0,7359.75
40625,22650,47,4,1357.66,0.0,5430.64
40626,22650,117,3,123.74,0.0,371.21999999999997
40627,22650,81,2,2317.76,0.0,4635.52
40628,22651,131,4,834.09,0.0,3336.36
40629,22652,67,2,2022.59,0.0,4045.18
40630,22653,101,1,726.77,0.04,726.73
40631,22654,7,1,1060.41,0.0,1060.41
40632,22655,143,1,2303.51,0.08,2303.4300000000003
40633,22655,138,2,306.8,0.11,613.49
40634,22655,90,1,1021.36,0.0,1021.36
40635,22656,24,4,689.47,0.06,2757.82
40636,22656,127,4,968.7,0.0,3874.8
40637,22657,97,3,43.1,0.02,129.28
40638,22658,61,3,1479.33,0.0,4437.99
40639,22659,132,4,890.84,0.0,3563.36
40640,22659,25,4,1401.24,0.0,5604.96
40641,22659,21,1,682.1,0.09,682.01
40642,22660,119,2,1673.99,0.14,3347.84
40643,22660,94,3,1680.92,0.0,5042.76
40644,22661,14,4,215.42,0.0,861.68
40645,22661,60,1,858.45,0.0,858.45
40646,22662,137,3,1970.34,0.04,5910.98
40647,22663,86,2,161.77,0.0,323.54
40648,22663,89,2,189.93,0.0,379.86
40649,22664,121,3,1878.7,0.0,5636.1
40650,22664,26,2,588.04,0.0,1176.08
40651,22665,94,3,1680.92,0.0,5042.76
40652,22666,75,3,2023.9,0.13,6071.570000000001
40653,22667,64,1,710.62,0.0,710.62
40654,22667,39,3,1707.1,0.07,5121.23
40655,22668,139,1,651.71,0.0,651.71
40656,22668,114,4,43.98,0.0,175.92
40657,22669,94,1,1680.92,0.0,1680.92
40658,22669,126,2,681.68,0.0,1363.36
40659,22670,77,2,2423.11,0.0,4846.22
40660,22670,132,3,890.84,0.07,2672.45
40661,22671,17,4,585.19,0.03,2340.73
40662,22672,84,3,755.84,0.0,2267.52
40663,22673,37,4,974.22,0.14,3896.7400000000002
40664,22673,113,1,1115.75,0.0,1115.75
40665,22674,130,2,572.85,0.0,1145.7
40666,22675,126,4,681.68,0.0,2726.72
40667,22675,79,1,2164.33,0.0,2164.33
40668,22676,40,1,1882.18,0.0,1882.18
40669,22676,43,3,673.2,0.0,2019.6000000000001
40670,22676,55,2,2183.63,0.06,4367.2
40671,22677,1,2,296.1,0.0,592.2
40672,22677,81,4,2317.76,0.0,9271.04
40673,22678,18,1,2141.19,0.0,2141.19
40674,22679,76,3,145.46,0.0,436.38
40675,22680,147,2,495.76,0.0,991.52
40676,22681,73,1,367.65,0.0,367.65
40677,22682,45,1,760.14,0.0,760.14
40678,22682,39,2,1707.1,0.0,3414.2
40679,22683,57,4,518.85,0.0,2075.4
40680,22684,149,3,1431.38,0.03,4294.110000000001
40681,22684,144,2,2123.08,0.0,4246.16
40682,22684,134,2,306.05,0.0,612.1
40683,22685,82,3,1069.06,0.0,3207.18
40684,22686,35,4,2155.54,0.0,8622.16
40685,22687,107,4,542.36,0.0,2169.44
40686,22688,40,1,1882.18,0.0,1882.18
40687,22688,112,2,1600.04,0.0,3200.08
40688,22689,108,1,1592.91,0.0,1592.91
40689,22690,101,2,726.77,0.0,1453.54
40690,22690,61,3,1479.33,0.0,4437.99
40691,22691,15,2,1553.93,0.0,3107.86
40692,22692,116,1,1464.62,0.0,1464.62
40693,22692,87,2,2300.08,0.0,4600.16
40694,22693,72,3,636.67,0.0,1910.0099999999998
40695,22693,51,3,2368.43,0.0,7105.289999999999
40696,22694,20,4,423.38,0.04,1693.48
40697,22694,117,4,123.74,0.0,494.96
40698,22694,40,2,1882.18,0.0,3764.36
40699,22695,96,1,1153.92,0.0,1153.92
40700,22695,136,1,288.84,0.0,288.84
40701,22696,121,2,1878.7,0.0,3757.4
40702,22697,79,1,2164.33,0.0,2164.33
40703,22698,102,1,1764.78,0.01,1764.77
40704,22699,19,2,709.37,0.12,1418.6200000000001
40705,22700,24,1,689.47,0.0,689.47
40706,22701,46,4,513.3,0.0,2053.2
40707,22701,106,1,1391.99,0.0,1391.99
40708,22702,47,1,1357.66,0.04,1357.6200000000001
40709,22703,28,4,2193.39,0.0,8773.56
40710,22703,42,2,28.05,0.0,56.1
40711,22703,83,3,1661.44,0.0,4984.32
40712,22704,83,2,1661.44,0.0,3322.88
40713,22705,51,3,2368.43,0.11,7105.179999999999
40714,22705,46,1,513.3,0.0,513.3
40715,22706,65,3,348.13,0.0,1044.3899999999999
40716,22706,45,3,760.14,0.0,2280.42
40717,22707,16,3,496.88,0.03,1490.61
40718,22708,99,4,1274.59,0.04,5098.32
40719,22708,131,4,834.09,0.0,3336.36
40720,22708,132,2,890.84,0.0,1781.68
40721,22709,58,2,1631.7,0.13,3263.27
40722,22709,139,4,651.71,0.11,2606.73
40723,22710,51,1,2368.43,0.0,2368.43
40724,22710,21,2,682.1,0.0,1364.2
40725,22711,2,4,573.56,0.0,2294.24
40726,22712,2,2,573.56,0.0,1147.12
40727,22713,70,4,1640.57,0.0,6562.28
40728,22713,33,2,917.75,0.0,1835.5
40729,22714,94,1,1680.92,0.0,1680.92
40730,22715,3,1,1856.86,0.0,1856.86
40731,22715,89,2,189.93,0.13,379.73
40732,22716,64,4,710.62,0.0,2842.48
40733,22716,16,4,496.88,0.0,1987.52
40734,22716,23,2,1828.23,0.09,3656.37
40735,22717,122,1,2164.22,0.0,2164.22
40736,22717,46,1,513.3,0.0,513.3
40737,22718,103,4,1331.77,0.0,5327.08
40738,22719,147,2,495.76,0.08,991.4399999999999
40739,22719,98,3,2490.32,0.0,7470.960000000001
40740,22719,123,1,2205.91,0.0,2205.91
40741,22720,51,4,2368.43,0.0,9473.72
40742,22721,88,4,2402.73,0.0,9610.92
40743,22722,109,4,642.78,0.0,2571.12
40744,22723,81,1,2317.76,0.01,2317.75
40745,22724,111,4,129.34,0.0,517.36
40746,22725,105,2,675.88,0.0,1351.76
40747,22726,25,1,1401.24,0.0,1401.24
40748,22727,20,2,423.38,0.04,846.72
40749,22727,143,4,2303.51,0.03,9214.01
40750,22728,42,2,28.05,0.0,56.1
40751,22729,14,3,215.42,0.0,646.26
40752,22730,94,2,1680.92,0.0,3361.84
40753,22730,38,1,1332.2,0.0,1332.2
40754,22731,126,4,681.68,0.0,2726.72
40755,22731,41,1,296.65,0.0,296.65
40756,22732,128,3,571.64,0.0,1714.92
40757,22732,101,4,726.77,0.0,2907.08
40758,22733,23,1,1828.23,0.15,1828.08
40759,22734,72,2,636.67,0.0,1273.34
40760,22734,21,4,682.1,0.0,2728.4
40761,22735,73,4,367.65,0.0,1470.6
40762,22736,89,1,189.93,0.0,189.93
40763,22736,3,1,1856.86,0.0,1856.86
40764,22736,47,1,1357.66,0.06,1357.6000000000001
40765,22737,149,3,1431.38,0.0,4294.14
40766,22737,8,1,2027.39,0.05,2027.3400000000001
40767,22738,58,2,1631.7,0.0,3263.4
40768,22738,33,1,917.75,0.0,917.75
40769,22739,36,2,1984.36,0.13,3968.5899999999997
40770,22740,60,2,858.45,0.07,1716.8300000000002
40771,22740,145,4,1277.66,0.0,5110.64
40772,22740,61,4,1479.33,0.08,5917.24
40773,22741,23,3,1828.23,0.0,5484.6900000000005
40774,22741,57,2,518.85,0.0,1037.7
40775,22742,32,4,1469.77,0.0,5879.08
40776,22743,56,3,2323.71,0.1,6971.03
40777,22743,38,3,1332.2,0.0,3996.6000000000004
40778,22744,128,4,571.64,0.0,2286.56
40779,22744,128,2,571.64,0.0,1143.28
40780,22744,39,2,1707.1,0.0,3414.2
40781,22745,24,4,689.47,0.07,2757.81
40782,22745,79,1,2164.33,0.0,2164.33
40783,22745,51,1,2368.43,0.0,2368.43
40784,22746,35,4,2155.54,0.0,8622.16
40785,22746,116,3,1464.62,0.0,4393.86
40786,22746,128,1,571.64,0.0,571.64
40787,22747,29,3,1258.09,0.0,3774.2699999999995
40788,22748,81,4,2317.76,0.02,9271.02
40789,22748,101,4,726.77,0.0,2907.08
40790,22748,19,1,709.37,0.08,709.29
40791,22749,15,4,1553.93,0.0,6215.72
40792,22749,22,2,197.08,0.08,394.08000000000004
40793,22750,129,1,887.15,0.0,887.15
40794,22750,107,3,542.36,0.0,1627.08
40795,22750,138,3,306.8,0.0,920.4000000000001
40796,22751,14,3,215.42,0.0,646.26
40797,22751,51,1,2368.43,0.0,2368.43
40798,22752,23,4,1828.23,0.0,7312.92
40799,22752,139,4,651.71,0.0,2606.84
40800,22753,79,3,2164.33,0.05,6492.94
40801,22754,34,2,1283.63,0.0,2567.26
40802,22754,28,1,2193.39,0.0,2193.39
40803,22754,139,4,651.71,0.11,2606.73
40804,22755,6,2,513.12,0.05,1026.19
40805,22755,112,4,1600.04,0.0,6400.16
40806,22756,78,1,432.45,0.0,432.45
40807,22757,40,2,1882.18,0.14,3764.2200000000003
40808,22757,108,1,1592.91,0.0,1592.91
40809,22758,127,2,968.7,0.14,1937.26
40810,22758,40,3,1882.18,0.0,5646.54
40811,22759,10,2,553.98,0.0,1107.96
40812,22759,2,3,573.56,0.0,1720.6799999999998
40813,22760,101,1,726.77,0.0,726.77
40814,22760,58,1,1631.7,0.08,1631.6200000000001
40815,22761,148,3,1699.75,0.0,5099.25
40816,22762,10,3,553.98,0.01,1661.93
40817,22763,109,2,642.78,0.0,1285.56
40818,22763,107,4,542.36,0.0,2169.44
40819,22764,26,4,588.04,0.08,2352.08
40820,22765,113,1,1115.75,0.0,1115.75
40821,22766,109,4,642.78,0.0,2571.12
40822,22767,145,1,1277.66,0.0,1277.66
40823,22767,11,4,250.01,0.15,999.89
40824,22768,108,4,1592.91,0.08,6371.56
40825,22768,70,2,1640.57,0.0,3281.14
40826,22768,89,3,189.93,0.0,569.79
40827,22769,91,2,630.61,0.0,1261.22
40828,22770,83,3,1661.44,0.0,4984.32
40829,22770,124,2,2312.73,0.15,4625.31
40830,22770,48,3,2297.86,0.0,6893.58
40831,22771,87,3,2300.08,0.0,6900.24
40832,22771,15,1,1553.93,0.0,1553.93
40833,22772,86,3,161.77,0.0,485.31000000000006
40834,22772,23,3,1828.23,0.0,5484.6900000000005
40835,22773,124,1,2312.73,0.0,2312.73
40836,22773,126,1,681.68,0.0,681.68
40837,22774,120,2,2212.65,0.0,4425.3
40838,22775,18,2,2141.19,0.0,4282.38
40839,22775,115,2,2261.74,0.0,4523.48
40840,22776,145,3,1277.66,0.03,3832.9500000000003
40841,22777,66,3,1449.0,0.0,4347.0
40842,22778,7,2,1060.41,0.0,2120.82
40843,22778,31,4,1867.57,0.15,7470.13
40844,22779,130,3,572.85,0.14,1718.41
40845,22780,111,4,129.34,0.05,517.3100000000001
40846,22781,67,1,2022.59,0.0,2022.59
40847,22781,101,2,726.77,0.0,1453.54
40848,22781,148,1,1699.75,0.0,1699.75
40849,22782,31,2,1867.57,0.0,3735.14
40850,22783,58,4,1631.7,0.13,6526.67
40851,22783,96,3,1153.92,0.0,3461.76
40852,22783,10,2,553.98,0.0,1107.96
40853,22784,67,1,2022.59,0.0,2022.59
40854,22784,72,3,636.67,0.14,1909.8699999999997
40855,22784,77,3,2423.11,0.0,7269.33
40856,22785,84,2,755.84,0.13,1511.55
40857,22785,123,1,2205.91,0.11,2205.7999999999997
40858,22786,13,3,1159.37,0.03,3478.0799999999995
40859,22786,141,4,1804.19,0.08,7216.68
40860,22786,122,3,2164.22,0.0,6492.66
40861,22787,67,4,2022.59,0.0,8090.36
40862,22787,48,4,2297.86,0.0,9191.44
40863,22787,24,2,689.47,0.0,1378.94
40864,22788,11,2,250.01,0.09,499.93
40865,22788,118,3,2249.33,0.0,6747.99
40866,22789,29,1,1258.09,0.05,1258.04
40867,22789,74,2,639.52,0.0,1279.04
40868,22790,131,4,834.09,0.0,3336.36
40869,22790,94,4,1680.92,0.0,6723.68
40870,22791,78,4,432.45,0.11,1729.69
40871,22792,2,1,573.56,0.1,573.4599999999999
40872,22793,87,2,2300.08,0.0,4600.16
40873,22793,49,1,68.3,0.0,68.3
40874,22794,15,3,1553.93,0.0,4661.79
40875,22795,128,1,571.64,0.0,571.64
40876,22796,93,2,1316.5,0.0,2633.0
40877,22797,73,4,367.65,0.0,1470.6
40878,22798,106,4,1391.99,0.0,5567.96
40879,22798,131,1,834.09,0.0,834.09
40880,22798,149,2,1431.38,0.09,2862.67
40881,22799,103,3,1331.77,0.0,3995.31
40882,22800,42,2,28.05,0.07,56.03
40883,22800,24,2,689.47,0.0,1378.94
40884,22800,105,3,675.88,0.0,2027.6399999999999
40885,22801,114,2,43.98,0.0,87.96
40886,22801,117,4,123.74,0.0,494.96
40887,22802,10,4,553.98,0.0,2215.92
40888,22802,143,2,2303.51,0.0,4607.02
40889,22802,66,3,1449.0,0.0,4347.0
40890,22803,107,3,542.36,0.0,1627.08
40891,22804,68,3,1654.28,0.0,4962.84
40892,22805,98,3,2490.32,0.0,7470.960000000001
40893,22806,91,3,630.61,0.0,1891.83
40894,22806,121,1,1878.7,0.12,1878.5800000000002
40895,22807,82,1,1069.06,0.0,1069.06
40896,22808,130,4,572.85,0.14,2291.26
40897,22809,112,4,1600.04,0.1,6400.0599999999995
40898,22810,83,3,1661.44,0.0,4984.32
40899,22811,123,4,2205.91,0.13,8823.51
40900,22811,23,3,1828.23,0.07,5484.620000000001
40901,22812,46,2,513.3,0.0,1026.6
40902,22812,111,2,129.34,0.13,258.55
40903,22813,25,3,1401.24,0.0,4203.72
40904,22813,97,2,43.1,0.0,86.2
40905,22814,122,3,2164.22,0.0,6492.66
40906,22814,79,4,2164.33,0.0,8657.32
40907,22815,25,4,1401.24,0.0,5604.96
40908,22815,109,4,642.78,0.0,2571.12
40909,22816,30,3,1157.95,0.04,3473.8100000000004
40910,22817,38,2,1332.2,0.13,2664.27
40911,22817,144,4,2123.08,0.0,8492.32
40912,22818,77,2,2423.11,0.0,4846.22
40913,22819,82,2,1069.06,0.0,2138.12
40914,22820,150,2,773.61,0.07,1547.15
40915,22820,29,1,1258.09,0.12,1257.97
40916,22820,113,2,1115.75,0.0,2231.5
40917,22821,148,1,1699.75,0.0,1699.75
40918,22821,72,1,636.67,0.0,636.67
40919,22822,56,1,2323.71,0.0,2323.71
40920,22823,23,2,1828.23,0.0,3656.46
40921,22823,142,3,508.65,0.0,1525.9499999999998
40922,22823,26,2,588.04,0.0,1176.08
40923,22824,35,1,2155.54,0.0,2155.54
40924,22825,69,2,1178.22,0.06,2356.38
40925,22825,133,4,2453.25,0.0,9813.0
40926,22826,59,2,1139.69,0.13,2279.25
40927,22827,8,4,2027.39,0.15,8109.410000000001
40928,22827,40,3,1882.18,0.0,5646.54
40929,22827,19,2,709.37,0.0,1418.74
40930,22828,141,1,1804.19,0.0,1804.19
40931,22829,121,1,1878.7,0.0,1878.7
40932,22830,39,1,1707.1,0.0,1707.1
40933,22830,18,1,2141.19,0.0,2141.19
40934,22831,130,1,572.85,0.0,572.85
40935,22831,54,4,2368.18,0.0,9472.72
40936,22831,131,1,834.09,0.0,834.09
40937,22832,61,3,1479.33,0.0,4437.99
40938,22833,97,2,43.1,0.0,86.2
40939,22833,101,4,726.77,0.0,2907.08
40940,22834,150,2,773.61,0.01,1547.21
40941,22835,11,3,250.01,0.0,750.03
40942,22836,41,2,296.65,0.0,593.3
40943,22836,21,2,682.1,0.06,1364.14
40944,22836,11,1,250.01,0.04,249.97
40945,22837,127,4,968.7,0.0,3874.8
40946,22838,106,1,1391.99,0.1,1391.89
40947,22838,120,4,2212.65,0.0,8850.6
40948,22839,59,4,1139.69,0.0,4558.76
40949,22839,77,1,2423.11,0.0,2423.11
40950,22839,75,3,2023.9,0.0,6071.700000000001
40951,22840,120,4,2212.65,0.0,8850.6
40952,22840,15,4,1553.93,0.09,6215.63
40953,22841,22,3,197.08,0.0,591.24
40954,22841,118,1,2249.33,0.0,2249.33
40955,22841,7,1,1060.41,0.0,1060.41
40956,22842,54,3,2368.18,0.0,7104.539999999999
40957,22842,57,2,518.85,0.0,1037.7
40958,22843,47,2,1357.66,0.08,2715.2400000000002
40959,22844,40,1,1882.18,0.0,1882.18
40960,22844,38,1,1332.2,0.0,1332.2
40961,22845,15,2,1553.93,0.0,3107.86
40962,22845,15,3,1553.93,0.0,4661.79
40963,22845,121,2,1878.7,0.03,3757.37
40964,22846,9,1,1751.39,0.0,1751.39
40965,22846,31,4,1867.57,0.0,7470.28
40966,22847,17,2,585.19,0.14,1170.24
40967,22848,97,2,43.1,0.0,86.2
40968,22849,64,2,710.62,0.04,1421.2
40969,22849,71,1,1018.5,0.0,1018.5
40970,22850,69,3,1178.22,0.0,3534.66
40971,22850,124,1,2312.73,0.0,2312.73
40972,22850,149,3,1431.38,0.0,4294.14
40973,22851,19,3,709.37,0.0,2128.11
