produto_id,mes_referencia,preco_casanova,preco_medio_mercado
P0062,2024-05-01,280.53,287.49
P0062,2024-06-01,280.53,295.01
P0062,2024-07-01,280.53,291.19
P0062,2024-08-01,280.53,285.59
P0062,2024-09-01,280.53,290.62
P0062,2024-10-01,280.53,277.68
P0062,2024-11-01,280.53,293.96
P0062,2024-12-01,280.53,294.21
P0062,2025-01-01,280.53,298.67
P0062,2025-02-01,280.53,302.08
P0062,2025-03-01,280.53,286.61
P0062,2025-04-01,280.53,278.78
P0062,2025-05-01,280.53,286.72
P0062,2025-06-01,280.53,303.7
P0062,2025-07-01,280.53,284.41
P0062,2025-08-01,280.53,295.14
P0062,2025-09-01,280.53,280.85
P0062,2025-10-01,280.53,288.65
P0062,2025-11-01,280.53,296.89
P0062,2025-12-01,280.53,288.53
P0063,2024-01-01,205.33,203.03
P0063,2024-02-01,205.33,218.26
P0063,2024-03-01,205.33,205.78
P0063,2024-04-01,205.33,217.72
P0063,2024-05-01,205.33,203.95
P0063,2024-06-01,205.33,200.04
P0063,2024-07-01,205.33,216.11
P0063,2024-08-01,205.33,202.27
P0063,2024-09-01,205.33,208.26
P0063,2024-10-01,205.33,206.77
P0063,2024-11-01,205.33,207.14
P0063,2024-12-01,205.33,202.15
P0063,2025-01-01,205.33,205.7
P0063,2025-02-01,205.33,214.35
P0063,2025-03-01,205.33,218.85
P0063,2025-04-01,205.33,204.97
P0063,2025-05-01,205.33,202.03
P0063,2025-06-01,205.33,210.57
P0063,2025-07-01,205.33,209.0
P0063,2025-08-01,205.33,204.46
P0063,2025-09-01,205.33,205.5
P0063,2025-10-01,205.33,220.01
P0063,2025-11-01,205.33,210.66
P0063,2025-12-01,205.33,213.78
P0064,2024-01-01,698.04,631.24
P0064,2024-02-01,698.04,672.22
P0064,2024-03-01,698.04,631.39
P0064,2024-04-01,698.04,638.6
P0064,2024-05-01,698.04,633.87
P0064,2024-06-01,698.04,618.53
P0064,2024-07-01,698.04,670.83
P0064,2024-08-01,698.04,655.66
P0064,2024-09-01,698.04,624.86
P0064,2024-10-01,698.04,674.18
P0064,2024-11-01,698.04,626.55
P0064,2024-12-01,698.04,617.85
P0064,2025-01-01,698.04,625.46
P0064,2025-02-01,698.04,652.31
P0064,2025-03-01,698.04,681.85
P0064,2025-04-01,698.04,655.16
P0064,2025-05-01,698.04,624.47
P0064,2025-06-01,698.04,683.56
P0064,2025-07-01,698.04,626.18
P0064,2025-08-01,698.04,651.57
P0064,2025-09-01,698.04,664.98
P0064,2025-10-01,698.04,658.55
P0064,2025-11-01,698.04,628.97
P0064,2025-12-01,698.04,628.44
P0065,2024-01-01,20.81,21.31
P0065,2024-02-01,20.81,21.25
P0065,2024-03-01,20.81,20.35
P0065,2024-04-01,20.81,22.0
P0065,2024-05-01,20.81,21.22
P0065,2024-06-01,20.81,20.41
P0065,2024-07-01,20.81,21.01
P0065,2024-08-01,20.81,22.0
P0065,2024-09-01,20.81,20.86
P0065,2024-10-01,20.81,21.35
P0065,2024-11-01,20.81,20.23
P0065,2024-12-01,20.81,21.16
P0065,2025-01-01,20.81,20.27
P0065,2025-02-01,20.81,22.1
P0065,2025-03-01,20.81,20.58
P0065,2025-04-01,20.81,21.54
P0065,2025-05-01,20.81,21.22
P0065,2025-06-01,20.81,21.32
P0065,2025-07-01,20.81,21.17
P0065,2025-08-01,20.81,20.99
P0065,2025-09-01,20.81,20.72
P0065,2025-10-01,20.81,22.1
P0065,2025-11-01,20.81,21.32
P0065,2025-12-01,20.81,21.64
P0066,2024-01-01,363.54,342.79
P0066,2024-02-01,363.54,355.5
P0066,2024-03-01,363.54,321.55
P0066,2024-04-01,363.54,341.95
P0066,2024-05-01,363.54,351.35
P0066,2024-06-01,363.54,334.3
P0066,2024-07-01,363.54,340.88
P0066,2024-08-01,363.54,338.74
P0066,2024-09-01,363.54,339.16
P0066,2024-10-01,363.54,335.67
P0066,2024-11-01,363.54,320.28
P0066,2024-12-01,363.54,342.83
P0066,2025-01-01,363.54,345.88
P0066,2025-02-01,363.54,334.03
P0066,2025-03-01,363.54,356.06
P0066,2025-04-01,363.54,355.24
P0066,2025-05-01,363.54,330.95
P0066,2025-06-01,363.54,324.3
P0066,2025-07-01,363.54,320.22
P0066,2025-08-01,363.54,321.84
P0066,2025-09-01,363.54,338.65
P0066,2025-10-01,363.54,321.04
P0066,2025-11-01,363.54,347.59
P0066,2025-12-01,363.54,327.64
P0067,2024-01-01,115.09,126.57
P0067,2024-02-01,115.09,123.2
P0067,2024-03-01,115.09,120.66
P0067,2024-04-01,115.09,125.06
P0067,2024-05-01,115.09,127.85
P0067,2024-06-01,115.09,125.56
P0067,2024-07-01,115.09,123.45
P0067,2024-08-01,115.09,130.87
P0067,2024-09-01,115.09,125.59
P0067,2024-10-01,115.09,126.48
P0067,2024-11-01,115.09,129.11
P0067,2024-12-01,115.09,119.98
P0067,2025-01-01,115.09,125.78
P0067,2025-02-01,115.09,125.15
P0067,2025-03-01,115.09,126.89
P0067,2025-04-01,115.09,120.0
P0067,2025-05-01,115.09,121.29
P0067,2025-06-01,115.09,130.98
P0067,2025-07-01,115.09,122.56
P0067,2025-08-01,115.09,120.11
P0067,2025-09-01,115.09,130.44
P0067,2025-10-01,115.09,129.91
P0067,2025-11-01,115.09,123.51
P0067,2025-12-01,115.09,121.23
P0068,2024-01-01,802.33,761.55
P0068,2024-02-01,802.33,704.53
P0068,2024-03-01,802.33,708.37
P0068,2024-04-01,802.33,703.94
P0068,2024-05-01,802.33,726.7
P0068,2024-06-01,802.33,729.45
P0068,2024-07-01,802.33,727.67
P0068,2024-08-01,802.33,697.01
P0068,2024-09-01,802.33,753.96
P0068,2024-10-01,802.33,717.17
P0068,2024-11-01,802.33,698.47
P0068,2024-12-01,802.33,739.01
P0068,2025-01-01,802.33,754.28
P0068,2025-02-01,802.33,721.28
P0068,2025-03-01,802.33,703.13
P0068,2025-04-01,802.33,737.0
P0068,2025-05-01,802.33,751.25
P0068,2025-06-01,802.33,715.45
P0068,2025-07-01,802.33,752.25
P0068,2025-08-01,802.33,733.99
P0068,2025-09-01,802.33,726.4
P0068,2025-10-01,802.33,758.91
P0068,2025-11-01,802.33,756.81
P0068,2025-12-01,802.33,751.12
P0069,2024-01-01,448.19,461.31
P0069,2024-02-01,448.19,434.36
P0069,2024-03-01,448.19,450.61
P0069,2024-04-01,448.19,461.65
P0069,2024-05-01,448.19,461.78
P0069,2024-06-01,448.19,424.91
P0069,2024-07-01,448.19,433.14
P0069,2024-08-01,448.19,434.57
P0069,2024-09-01,448.19,425.29
P0069,2024-10-01,448.19,450.42
P0069,2024-11-01,448.19,464.11
P0069,2024-12-01,448.19,429.35
P0069,2025-01-01,448.19,449.33
P0069,2025-02-01,448.19,438.86
P0069,2025-03-01,448.19,463.76
P0069,2025-04-01,448.19,461.95
P0069,2025-05-01,448.19,429.81
P0069,2025-06-01,448.19,465.55
P0069,2025-07-01,448.19,447.92
P0069,2025-08-01,448.19,431.51
P0069,2025-09-01,448.19,465.47
P0069,2025-10-01,448.19,446.08
P0069,2025-11-01,448.19,442.01
P0069,2025-12-01,448.19,428.77
P0070,2024-01-01,318.63,304.83
P0070,2024-02-01,318.63,289.98
P0070,2024-03-01,318.63,283.53
P0070,2024-04-01,318.63,299.49
P0070,2024-05-01,318.63,302.27
P0070,2024-06-01,318.63,280.55
P0070,2024-07-01,318.63,285.78
P0070,2024-08-01,318.63,276.81
P0070,2024-09-01,318.63,292.75
P0070,2024-10-01,318.63,274.69
P0070,2024-11-01,318.63,282.95
P0070,2024-12-01,318.63,303.24
P0070,2025-01-01,318.63,284.11
P0070,2025-02-01,318.63,296.09
P0070,2025-03-01,318.63,278.45
P0070,2025-04-01,318.63,279.6
P0070,2025-05-01,318.63,295.25
P0070,2025-06-01,318.63,304.01
P0070,2025-07-01,318.63,289.54
P0070,2025-08-01,318.63,284.38
P0070,2025-09-01,318.63,280.73
P0070,2025-10-01,318.63,300.17
P0070,2025-11-01,318.63,281.03
P0070,2025-12-01,318.63,291.22
P0071,2024-01-01,818.64,716.83
P0071,2024-02-01,818.64,708.58
P0071,2024-03-01,818.64,708.6
P0071,2024-04-01,818.64,674.82
P0071,2024-05-01,818.64,727.4
P0071,2024-06-01,818.64,679.95
P0071,2024-07-01,818.64,666.65
P0071,2024-08-01,818.64,713.23
P0071,2024-09-01,818.64,676.14
P0071,2024-10-01,818.64,722.75
P0071,2024-11-01,818.64,690.03
P0071,2024-12-01,818.64,692.98
P0071,2025-01-01,818.64,671.64
P0071,2025-02-01,818.64,732.55
P0071,2025-03-01,818.64,730.43
P0071,2025-04-01,818.64,705.57
P0071,2025-05-01,818.64,702.18
P0071,2025-06-01,818.64,707.85
P0071,2025-07-01,818.64,665.3
P0071,2025-08-01,818.64,734.63
P0071,2025-09-01,818.64,740.27
P0071,2025-10-01,818.64,665.87
P0071,2025-11-01,818.64,736.56
P0071,2025-12-01,818.64,697.83
P0072,2024-01-01,430.2,446.97
P0072,2024-02-01,430.2,477.67
P0072,2024-03-01,430.2,445.67
P0072,2024-04-01,430.2,475.68
P0072,2024-05-01,430.2,458.67
P0072,2024-06-01,430.2,451.42
P0072,2024-07-01,430.2,476.6
P0072,2024-08-01,430.2,449.25
P0072,2024-09-01,430.2,444.63
P0072,2024-10-01,430.2,461.51
P0072,2024-11-01,430.2,448.8
P0072,2024-12-01,430.2,459.28
P0072,2025-01-01,430.2,473.33
P0072,2025-02-01,430.2,455.32
P0072,2025-03-01,430.2,454.96
P0072,2025-04-01,430.2,463.94
P0072,2025-05-01,430.2,463.58
P0072,2025-06-01,430.2,461.51
P0072,2025-07-01,430.2,448.01
P0072,2025-08-01,430.2,473.35
P0072,2025-09-01,430.2,474.59
P0072,2025-10-01,430.2,480.61
P0072,2025-11-01,430.2,444.32
P0072,2025-12-01,430.2,441.67
P0073,2024-01-01,252.84,254.12
P0073,2024-02-01,252.84,258.38
P0073,2024-03-01,252.84,260.91
P0073,2024-04-01,252.84,255.92
P0073,2024-05-01,252.84,260.29
P0073,2024-06-01,252.84,261.47
P0073,2024-07-01,252.84,267.22
P0073,2024-08-01,252.84,256.87
P0073,2024-09-01,252.84,262.53
P0073,2024-10-01,252.84,248.73
P0073,2024-11-01,252.84,265.4
P0073,2024-12-01,252.84,249.56
P0073,2025-01-01,252.84,256.88
P0073,2025-02-01,252.84,248.8
P0073,2025-03-01,252.84,249.41
P0073,2025-04-01,252.84,253.92
P0073,2025-05-01,252.84,272.99
P0073,2025-06-01,252.84,272.07
P0073,2025-07-01,252.84,256.2
P0073,2025-08-01,252.84,259.72
P0073,2025-09-01,252.84,263.68
P0073,2025-10-01,252.84,254.49
P0073,2025-11-01,252.84,253.8
P0073,2025-12-01,252.84,266.3
P0074,2024-01-01,523.99,473.44
P0074,2024-02-01,523.99,523.78
P0074,2024-03-01,523.99,492.83
P0074,2024-04-01,523.99,501.87
P0074,2024-05-01,523.99,514.61
P0074,2024-06-01,523.99,522.01
P0074,2024-07-01,523.99,517.88
P0074,2024-08-01,523.99,483.67
P0074,2024-09-01,523.99,514.23
P0074,2024-10-01,523.99,504.55
P0074,2024-11-01,523.99,499.8
P0074,2024-12-01,523.99,485.23
P0074,2025-01-01,523.99,504.23
P0074,2025-02-01,523.99,523.63
P0074,2025-03-01,523.99,486.81
P0074,2025-04-01,523.99,484.75
P0074,2025-05-01,523.99,514.35
P0074,2025-06-01,523.99,484.41
P0074,2025-07-01,523.99,508.37
P0074,2025-08-01,523.99,490.85
P0074,2025-09-01,523.99,492.61
P0074,2025-10-01,523.99,504.81
P0074,2025-11-01,523.99,500.62
P0074,2025-12-01,523.99,472.17
P0075,2024-01-01,57.98,53.28
P0075,2024-02-01,57.98,57.08
P0075,2024-03-01,57.98,54.42
P0075,2024-04-01,57.98,56.88
P0075,2024-05-01,57.98,53.86
P0075,2024-06-01,57.98,55.07
P0075,2024-07-01,57.98,57.11
P0075,2024-08-01,57.98,57.35
P0075,2024-09-01,57.98,57.19
P0075,2024-10-01,57.98,57.96
P0075,2024-11-01,57.98,53.83
P0075,2024-12-01,57.98,55.53
P0075,2025-01-01,57.98,57.56
P0075,2025-02-01,57.98,57.17
P0075,2025-03-01,57.98,55.48
P0075,2025-04-01,57.98,56.05
P0075,2025-05-01,57.98,56.0
P0075,2025-06-01,57.98,53.46
P0075,2025-07-01,57.98,53.56
P0075,2025-08-01,57.98,57.46
P0075,2025-09-01,57.98,53.55
P0075,2025-10-01,57.98,55.27
P0075,2025-11-01,57.98,52.66
P0075,2025-12-01,57.98,53.19
P0076,2024-01-01,773.4,700.37
P0076,2024-02-01,773.4,661.84
P0076,2024-03-01,773.4,664.37
P0076,2024-04-01,773.4,647.97
P0076,2024-05-01,773.4,663.9
P0076,2024-06-01,773.4,644.53
P0076,2024-07-01,773.4,660.25
P0076,2024-08-01,773.4,624.49
P0076,2024-09-01,773.4,698.3
P0076,2024-10-01,773.4,673.94
P0076,2024-11-01,773.4,640.17
P0076,2024-12-01,773.4,686.07
P0076,2025-01-01,773.4,624.37
P0076,2025-02-01,773.4,640.23
P0076,2025-03-01,773.4,661.71
P0076,2025-04-01,773.4,629.48
P0076,2025-05-01,773.4,636.15
P0076,2025-06-01,773.4,662.61
P0076,2025-07-01,773.4,663.98
P0076,2025-08-01,773.4,681.22
P0076,2025-09-01,773.4,628.13
P0076,2025-10-01,773.4,628.89
P0076,2025-11-01,773.4,624.16
P0076,2025-12-01,773.4,642.44
P0077,2024-01-01,135.99,128.85
P0077,2024-02-01,135.99,130.12
P0077,2024-03-01,135.99,120.4
P0077,2024-04-01,135.99,127.2
P0077,2024-05-01,135.99,127.87
P0077,2024-06-01,135.99,126.6
P0077,2024-07-01,135.99,131.79
P0077,2024-08-01,135.99,131.06
P0077,2024-09-01,135.99,131.82
P0077,2024-10-01,135.99,130.95
P0077,2024-11-01,135.99,126.54
P0077,2024-12-01,135.99,126.96
P0077,2025-01-01,135.99,131.11
P0077,2025-02-01,135.99,132.88
P0077,2025-03-01,135.99,131.83
P0077,2025-04-01,135.99,132.12
P0077,2025-05-01,135.99,122.2
P0077,2025-06-01,135.99,119.55
P0077,2025-07-01,135.99,119.87
P0077,2025-08-01,135.99,131.14
P0077,2025-09-01,135.99,124.67
P0077,2025-10-01,135.99,121.87
P0077,2025-11-01,135.99,121.0
P0077,2025-12-01,135.99,121.47
P0078,2024-01-01,838.02,845.07
P0078,2024-02-01,838.02,898.11
P0078,2024-03-01,838.02,897.69
P0078,2024-04-01,838.02,875.79
P0078,2024-05-01,838.02,878.41
P0078,2024-06-01,838.02,865.13
P0078,2024-07-01,838.02,832.85
P0078,2024-08-01,838.02,873.66
P0078,2024-09-01,838.02,816.09
P0078,2024-10-01,838.02,885.64
P0078,2024-11-01,838.02,817.53
P0078,2024-12-01,838.02,885.07
P0078,2025-01-01,838.02,821.0
P0078,2025-02-01,838.02,830.69
P0078,2025-03-01,838.02,844.61
P0078,2025-04-01,838.02,868.88
P0078,2025-05-01,838.02,853.04
P0078,2025-06-01,838.02,871.12
P0078,2025-07-01,838.02,894.72
P0078,2025-08-01,838.02,841.45
P0078,2025-09-01,838.02,871.29
P0078,2025-10-01,838.02,816.23
P0078,2025-11-01,838.02,842.12
P0078,2025-12-01,838.02,850.11
P0079,2024-01-01,576.23,602.3
P0079,2024-02-01,576.23,589.17
P0079,2024-03-01,576.23,599.22
P0079,2024-04-01,576.23,585.45
P0079,2024-05-01,576.23,628.09
P0079,2024-06-01,576.23,611.39
P0079,2024-07-01,576.23,615.0
P0079,2024-08-01,576.23,614.21
P0079,2024-09-01,576.23,601.57
P0079,2024-10-01,576.23,623.02
P0079,2024-11-01,576.23,591.5
P0079,2024-12-01,576.23,609.73
P0079,2025-01-01,576.23,605.77
P0079,2025-02-01,576.23,614.38
P0079,2025-03-01,576.23,626.17
P0079,2025-04-01,576.23,580.13
P0079,2025-05-01,576.23,627.5
P0079,2025-06-01,576.23,616.5
P0079,2025-07-01,576.23,629.61
P0079,2025-08-01,576.23,635.55
P0079,2025-09-01,576.23,627.96
P0079,2025-10-01,576.23,594.81
P0079,2025-11-01,576.23,635.17
P0079,2025-12-01,576.23,588.68
P0080,2024-01-01,213.43,249.6
P0080,2024-02-01,213.43,231.46
P0080,2024-03-01,213.43,246.3
P0080,2024-04-01,213.43,243.63
P0080,2024-05-01,213.43,247.84
P0080,2024-06-01,213.43,244.05
P0080,2024-07-01,213.43,249.95
P0080,2024-08-01,213.43,241.28
P0080,2024-09-01,213.43,232.23
P0080,2024-10-01,213.43,241.74
P0080,2024-11-01,213.43,240.12
P0080,2024-12-01,213.43,232.71
P0080,2025-01-01,213.43,231.66
P0080,2025-02-01,213.43,235.3
P0080,2025-03-01,213.43,236.71
P0080,2025-04-01,213.43,234.26
P0080,2025-05-01,213.43,233.15
P0080,2025-06-01,213.43,246.17
P0080,2025-07-01,213.43,247.38
P0080,2025-08-01,213.43,237.3
P0080,2025-09-01,213.43,236.85
P0080,2025-10-01,213.43,231.77
P0080,2025-11-01,213.43,235.89
P0080,2025-12-01,213.43,237.77
P0081,2024-01-01,322.1,287.43
P0081,2024-02-01,322.1,259.27
P0081,2024-03-01,322.1,274.51
P0081,2024-04-01,322.1,272.18
P0081,2024-05-01,322.1,287.2
P0081,2024-06-01,322.1,290.37
P0081,2024-07-01,322.1,288.41
P0081,2024-08-01,322.1,276.25
P0081,2024-09-01,322.1,268.6
P0081,2024-10-01,322.1,266.63
P0081,2024-11-01,322.1,290.36
P0081,2024-12-01,322.1,286.14
P0081,2025-01-01,322.1,282.72
P0081,2025-02-01,322.1,286.39
P0081,2025-03-01,322.1,279.61
P0081,2025-04-01,322.1,282.05
P0081,2025-05-01,322.1,278.13
P0081,2025-06-01,322.1,265.75
P0081,2025-07-01,322.1,285.94
P0081,2025-08-01,322.1,265.71
P0081,2025-09-01,322.1,266.83
P0081,2025-10-01,322.1,261.97
P0081,2025-11-01,322.1,267.06
P0081,2025-12-01,322.1,277.15
P0082,2024-01-01,544.0,489.9
P0082,2024-02-01,544.0,493.62
P0082,2024-03-01,544.0,489.55
P0082,2024-04-01,544.0,482.93
P0082,2024-05-01,544.0,483.41
P0082,2024-06-01,544.0,522.45
P0082,2024-07-01,544.0,509.54
P0082,2024-08-01,544.0,500.0
P0082,2024-09-01,544.0,490.21
P0082,2024-10-01,544.0,492.56
P0082,2024-11-01,544.0,522.39
P0082,2024-12-01,544.0,483.78
P0082,2025-01-01,544.0,485.23
P0082,2025-02-01,544.0,516.53
P0082,2025-03-01,544.0,504.45
P0082,2025-04-01,544.0,509.5
P0082,2025-05-01,544.0,522.36
P0082,2025-06-01,544.0,508.4
P0082,2025-07-01,544.0,518.79
P0082,2025-08-01,544.0,494.33
P0082,2025-09-01,544.0,515.06
P0082,2025-10-01,544.0,511.34
P0082,2025-11-01,544.0,488.27
P0082,2025-12-01,544.0,493.5
P0083,2024-01-01,90.39,106.23
P0083,2024-02-01,90.39,99.5
P0083,2024-03-01,90.39,107.3
P0083,2024-04-01,90.39,100.1
P0083,2024-05-01,90.39,104.53
P0083,2024-06-01,90.39,103.11
P0083,2024-07-01,90.39,103.85
P0083,2024-08-01,90.39,105.0
P0083,2024-09-01,90.39,101.88
P0083,2024-10-01,90.39,99.48
P0083,2024-11-01,90.39,103.52
P0083,2024-12-01,90.39,98.64
P0083,2025-01-01,90.39,105.97
P0083,2025-02-01,90.39,98.74
P0083,2025-03-01,90.39,104.2
P0083,2025-04-01,90.39,101.05
P0083,2025-05-01,90.39,105.93
P0083,2025-06-01,90.39,98.86
P0083,2025-07-01,90.39,101.86
P0083,2025-08-01,90.39,106.25
P0083,2025-09-01,90.39,106.66
P0083,2025-10-01,90.39,99.31
P0083,2025-11-01,90.39,103.84
P0083,2025-12-01,90.39,104.27
P0084,2024-01-01,282.85,275.82
P0084,2024-02-01,282.85,279.53
P0084,2024-03-01,282.85,280.75
P0084,2024-04-01,282.85,270.27
P0084,2024-05-01,282.85,291.2
P0084,2024-06-01,282.85,284.51
P0084,2024-07-01,282.85,290.89
P0084,2024-08-01,282.85,274.53
P0084,2024-09-01,282.85,286.38
P0084,2024-10-01,282.85,272.63
P0084,2024-11-01,282.85,292.73
P0084,2024-12-01,282.85,286.59
P0084,2025-01-01,282.85,279.73
P0084,2025-02-01,282.85,295.15
P0084,2025-03-01,282.85,271.06
P0084,2025-04-01,282.85,289.7
P0084,2025-05-01,282.85,277.55
P0084,2025-06-01,282.85,291.69
P0084,2025-07-01,282.85,276.76
P0084,2025-08-01,282.85,286.47
P0084,2025-09-01,282.85,292.85
P0084,2025-10-01,282.85,296.99
P0084,2025-11-01,282.85,271.76
P0084,2025-12-01,282.85,278.6
P0085,2024-01-01,49.05,42.03
P0085,2024-02-01,49.05,44.29
P0085,2024-03-01,49.05,42.92
P0085,2024-04-01,49.05,41.15
P0085,2024-05-01,49.05,40.22
P0085,2024-06-01,49.05,43.46
P0085,2024-07-01,49.05,42.05
P0085,2024-08-01,49.05,43.75
P0085,2024-09-01,49.05,43.35
P0085,2024-10-01,49.05,42.76
P0085,2024-11-01,49.05,43.53
P0085,2024-12-01,49.05,43.0
P0085,2025-01-01,49.05,45.04
P0085,2025-02-01,49.05,41.81
P0085,2025-03-01,49.05,40.2
P0085,2025-04-01,49.05,41.1
P0085,2025-05-01,49.05,42.18
P0085,2025-06-01,49.05,44.27
P0085,2025-07-01,49.05,43.28
P0085,2025-08-01,49.05,41.63
P0085,2025-09-01,49.05,42.03
P0085,2025-10-01,49.05,41.4
P0085,2025-11-01,49.05,42.97
P0085,2025-12-01,49.05,42.07
P0086,2024-01-01,580.77,571.88
P0086,2024-02-01,580.77,606.66
P0086,2024-03-01,580.77,608.39
P0086,2024-04-01,580.77,581.7
P0086,2024-05-01,580.77,555.65
P0086,2024-06-01,580.77,589.19
P0086,2024-07-01,580.77,601.48
P0086,2024-08-01,580.77,573.27
P0086,2024-09-01,580.77,563.04
P0086,2024-10-01,580.77,575.86
P0086,2024-11-01,580.77,574.68
P0086,2024-12-01,580.77,555.76
P0086,2025-01-01,580.77,579.27
P0086,2025-02-01,580.77,574.9
P0086,2025-03-01,580.77,561.84
P0086,2025-04-01,580.77,593.2
P0086,2025-05-01,580.77,579.56
P0086,2025-06-01,580.77,566.33
P0086,2025-07-01,580.77,589.67
P0086,2025-08-01,580.77,590.73
P0086,2025-09-01,580.77,565.28
P0086,2025-10-01,580.77,572.53
P0086,2025-11-01,580.77,592.23
P0086,2025-12-01,580.77,559.21
P0087,2024-01-01,442.6,425.22
P0087,2024-02-01,442.6,425.6
P0087,2024-03-01,442.6,454.14
P0087,2024-04-01,442.6,426.8
P0087,2024-05-01,442.6,427.64
P0087,2024-06-01,442.6,426.8
P0087,2024-07-01,442.6,442.32
P0087,2024-08-01,442.6,461.52
P0087,2024-09-01,442.6,444.38
P0087,2024-10-01,442.6,427.62
P0087,2024-11-01,442.6,431.27
P0087,2024-12-01,442.6,468.4
P0087,2025-01-01,442.6,450.51
P0087,2025-02-01,442.6,442.68
P0087,2025-03-01,442.6,450.2
P0087,2025-04-01,442.6,462.7
P0087,2025-05-01,442.6,442.61
P0087,2025-06-01,442.6,441.0
P0087,2025-07-01,442.6,450.35
P0087,2025-08-01,442.6,428.15
P0087,2025-09-01,442.6,449.54
P0087,2025-10-01,442.6,463.15
P0087,2025-11-01,442.6,447.33
P0087,2025-12-01,442.6,450.58
P0088,2024-01-01,553.72,520.07
P0088,2024-02-01,553.72,512.34
P0088,2024-03-01,553.72,522.35
P0088,2024-04-01,553.72,520.77
P0088,2024-05-01,553.72,506.5
P0088,2024-06-01,553.72,487.33
P0088,2024-07-01,553.72,475.23
P0088,2024-08-01,553.72,504.09
P0088,2024-09-01,553.72,518.31
P0088,2024-10-01,553.72,499.44
P0088,2024-11-01,553.72,481.64
P0088,2024-12-01,553.72,486.27
P0088,2025-01-01,553.72,513.92
P0088,2025-02-01,553.72,518.51
P0088,2025-03-01,553.72,496.38
P0088,2025-04-01,553.72,484.33
P0088,2025-05-01,553.72,511.85
P0088,2025-06-01,553.72,471.02
P0088,2025-07-01,553.72,484.51
P0088,2025-08-01,553.72,520.55
P0088,2025-09-01,553.72,475.16
P0088,2025-10-01,553.72,484.8
P0088,2025-11-01,553.72,518.12
P0088,2025-12-01,553.72,474.29
P0089,2024-01-01,591.93,680.94
P0089,2024-02-01,591.93,663.7
P0089,2024-03-01,591.93,657.33
P0089,2024-04-01,591.93,676.75
P0089,2024-05-01,591.93,684.09
P0089,2024-06-01,591.93,648.97
P0089,2024-07-01,591.93,641.9
P0089,2024-08-01,591.93,693.11
P0089,2024-09-01,591.93,690.27
P0089,2024-10-01,591.93,687.11
P0089,2024-11-01,591.93,680.19
P0089,2024-12-01,591.93,673.18
P0089,2025-01-01,591.93,659.6
P0089,2025-02-01,591.93,667.08
P0089,2025-03-01,591.93,644.94
P0089,2025-04-01,591.93,674.42
P0089,2025-05-01,591.93,640.3
P0089,2025-06-01,591.93,643.46
P0089,2025-07-01,591.93,671.51
P0089,2025-08-01,591.93,665.46
P0089,2025-09-01,591.93,646.82
P0089,2025-10-01,591.93,684.82
P0089,2025-11-01,591.93,655.38
P0089,2025-12-01,591.93,651.2
P0090,2024-01-01,797.17,868.39
P0090,2024-02-01,797.17,826.42
P0090,2024-03-01,797.17,860.44
P0090,2024-04-01,797.17,849.9
P0090,2024-05-01,797.17,819.82
P0090,2024-06-01,797.17,859.77
P0090,2024-07-01,797.17,844.39
P0090,2024-08-01,797.17,820.98
P0090,2024-09-01,797.17,833.59
P0090,2024-10-01,797.17,852.73
P0090,2024-11-01,797.17,827.87
P0090,2024-12-01,797.17,876.57
P0090,2025-01-01,797.17,836.54
P0090,2025-02-01,797.17,825.81
P0090,2025-03-01,797.17,847.94
P0090,2025-04-01,797.17,835.52
P0090,2025-05-01,797.17,838.64
P0090,2025-06-01,797.17,869.38
P0090,2025-07-01,797.17,834.38
P0090,2025-08-01,797.17,822.58
P0090,2025-09-01,797.17,836.8
P0090,2025-10-01,797.17,840.57
P0090,2025-11-01,797.17,821.58
P0090,2025-12-01,797.17,837.05
P0091,2024-01-01,299.79,289.04
P0091,2024-02-01,299.79,291.91
P0091,2024-03-01,299.79,292.43
P0091,2024-04-01,299.79,285.21
P0091,2024-05-01,299.79,274.61
P0091,2024-06-01,299.79,291.11
P0091,2024-07-01,299.79,293.62
P0091,2024-08-01,299.79,299.34
P0091,2024-09-01,299.79,293.46
P0091,2024-10-01,299.79,288.04
P0091,2024-11-01,299.79,281.0
P0091,2024-12-01,299.79,289.95
P0091,2025-01-01,299.79,296.71
P0091,2025-02-01,299.79,281.58
P0091,2025-03-01,299.79,294.32
P0091,2025-04-01,299.79,275.28
P0091,2025-05-01,299.79,289.92
P0091,2025-06-01,299.79,280.86
P0091,2025-07-01,299.79,284.27
P0091,2025-08-01,299.79,294.71
P0091,2025-09-01,299.79,299.89
P0091,2025-10-01,299.79,300.58
P0091,2025-11-01,299.79,277.36
P0091,2025-12-01,299.79,291.56
P0092,2024-01-01,787.12,728.31
P0092,2024-02-01,787.12,761.04
P0092,2024-03-01,787.12,753.5
P0092,2024-04-01,787.12,756.74
P0092,2024-05-01,787.12,753.75
P0092,2024-06-01,787.12,751.79
P0092,2024-07-01,787.12,764.39
P0092,2024-08-01,787.12,704.04
P0092,2024-09-01,787.12,731.54
P0092,2024-10-01,787.12,730.62
P0092,2024-11-01,787.12,775.21
P0092,2024-12-01,787.12,746.92
P0092,2025-01-01,787.12,761.78
P0092,2025-02-01,787.12,722.45
P0092,2025-03-01,787.12,743.21
P0092,2025-04-01,787.12,712.03
P0092,2025-05-01,787.12,747.92
P0092,2025-06-01,787.12,734.58
P0092,2025-07-01,787.12,722.25
